event_id,date,venue_event,venue_i,venue_j,lag,anchor_type,synthetic_price,delta_beta,delta_tsi,p_delta_beta,notes
3,20250901,BINANCE,BINANCE,COINBASE_3,0,±50bps,108455.0,-0.0017781235122065824,0.09644660383500332,0.39463478823766585,anchor_conditioned_placebo
3,20250901,BINANCE,BINANCE,COINBASE_4,0,±75bps,109817.5,0.0013655731650494317,-0.15801310587357226,0.775956737710508,anchor_conditioned_placebo
3,20250901,BINANCE,BINANCE,COINBASE_5,0,±75bps,108182.5,-0.0023455606056054156,-0.042951855132948254,0.5561185994724056,anchor_conditioned_placebo
4,20250901,BINANCE,BINANCE,COINBASE_0,0,±25bps,109773.75,-0.001564699397848363,-0.03266057059767879,0.12468625973492548,anchor_conditioned_placebo
4,20250901,BINANCE,BINANCE,COINBASE_1,0,±25bps,109226.25,0.00042733848783981784,-0.032635286936446954,0.8272683171991564,anchor_conditioned_placebo
4,20250901,BINANCE,BINANCE,COINBASE_2,0,±50bps,110047.49999999999,0.002751075603601072,0.021180066220249056,0.7360037746774873,anchor_conditioned_placebo
4,20250901,BINANCE,BINANCE,COINBASE_3,0,±50bps,108952.5,-0.00042043512453320177,0.005870618665150502,0.4306779682573564,anchor_conditioned_placebo
4,20250901,BINANCE,BINANCE,COINBASE_4,0,±75bps,110321.25,-0.0005360360260907261,0.0033188516597416357,0.5049794770808255,anchor_conditioned_placebo
4,20250901,BINANCE,BINANCE,COINBASE_5,0,±75bps,108678.75,0.0009299862016561696,0.02695203884880304,0.579829050523242,anchor_conditioned_placebo
5,20250901,COINBASE,COINBASE,COINBASE_0,0,±25bps,107768.75,-0.00016296157927717122,-0.09033811689952019,0.6550424722549567,anchor_conditioned_placebo
5,20250901,COINBASE,COINBASE,COINBASE_1,0,±25bps,107231.25,-0.00020194901793162386,-0.0739933024408229,0.36618625767199275,anchor_conditioned_placebo
5,20250901,COINBASE,COINBASE,COINBASE_2,0,±50bps,108037.49999999999,-0.0016790904847938837,0.13298213819594493,0.7093414038286118,anchor_conditioned_placebo
5,20250901,COINBASE,COINBASE,COINBASE_3,0,±50bps,106962.5,0.0007535113101694725,-0.13930119195155868,0.6171644656652113,anchor_conditioned_placebo
5,20250901,COINBASE,COINBASE,COINBASE_4,0,±75bps,108306.25,-0.0017932390950136901,-0.2214307032551909,0.17319776766454664,anchor_conditioned_placebo
5,20250901,COINBASE,COINBASE,COINBASE_5,0,±75bps,106693.75,0.00015523275432629858,-0.0570259645948104,0.46004036533819403,anchor_conditioned_placebo
6,20250901,COINBASE,COINBASE,COINBASE_0,0,±25bps,108270.0,-0.0007939282039714536,0.019485857998650925,0.7048346844457497,anchor_conditioned_placebo
6,20250901,COINBASE,COINBASE,COINBASE_1,0,±25bps,107730.0,-0.0013779676572071283,0.05113583819984085,0.8513700283258685,anchor_conditioned_placebo
6,20250901,COINBASE,COINBASE,COINBASE_2,0,±50bps,108539.99999999999,0.00022756960515762397,-0.033017879460353144,0.6571430161013849,anchor_conditioned_placebo
6,20250901,COINBASE,COINBASE,COINBASE_3,0,±50bps,107460.0,0.000922411314692513,-0.0027647360475116962,0.8276437346110004,anchor_conditioned_placebo
6,20250901,COINBASE,COINBASE,COINBASE_4,0,±75bps,108810.0,-0.0016190286187951213,0.0046130029363537625,0.46474410002018063,anchor_conditioned_placebo
6,20250901,COINBASE,COINBASE,COINBASE_5,0,±75bps,107190.0,-0.00022913434056627576,0.03532052632361071,0.13865221184191584,anchor_conditioned_placebo
7,20250901,COINBASE,COINBASE,COINBASE_0,0,±25bps,108771.25,-0.0015332963700496645,0.05553005270157052,0.5533224549467411,anchor_conditioned_placebo
7,20250901,COINBASE,COINBASE,COINBASE_1,0,±25bps,108228.75,-0.0007506471062748174,0.1417953530978313,0.5899610562219533,anchor_conditioned_placebo
7,20250901,COINBASE,COINBASE,COINBASE_2,0,±50bps,109042.49999999999,0.0008967262143533696,0.0062140179618455065,0.6186296732833545,anchor_conditioned_placebo
7,20250901,COINBASE,COINBASE,COINBASE_3,0,±50bps,107957.5,-0.0007104016649752775,0.09832357544201259,0.48213307091687474,anchor_conditioned_placebo
7,20250901,COINBASE,COINBASE,COINBASE_4,0,±75bps,109313.75,-0.0008035997053580662,-0.035709232893784776,0.877288165555064,anchor_conditioned_placebo
7,20250901,COINBASE,COINBASE,COINBASE_5,0,±75bps,107686.25,-0.0006319855696533723,0.009828986662229769,0.4670710642175705,anchor_conditioned_placebo
8,20250901,COINBASE,COINBASE,COINBASE_0,0,±25bps,109272.5,-0.0012229176560094178,0.08216508354973671,0.1276541858542661,anchor_conditioned_placebo
8,20250901,COINBASE,COINBASE,COINBASE_1,0,±25bps,108727.5,-5.267980701704037e-05,-0.1317874691131025,0.8897731857299921,anchor_conditioned_placebo
8,20250901,COINBASE,COINBASE,COINBASE_2,0,±50bps,109544.99999999999,0.0014712229681088692,0.14071259607351042,0.18637761999875063,anchor_conditioned_placebo
8,20250901,COINBASE,COINBASE,COINBASE_3,0,±50bps,108455.0,0.0018106592899592214,-0.025482362090247287,0.5365976342621732,anchor_conditioned_placebo
8,20250901,COINBASE,COINBASE,COINBASE_4,0,±75bps,109817.5,-0.000470247092382177,-0.06109460158726755,0.7625033044237709,anchor_conditioned_placebo
8,20250901,COINBASE,COINBASE,COINBASE_5,0,±75bps,108182.5,0.0008954641172654317,-0.1389373738838677,0.6653031957771409,anchor_conditioned_placebo
9,20250901,COINBASE,COINBASE,COINBASE_0,0,±25bps,109773.75,0.00013978254838965243,0.17561357818365353,0.2485316523749339,anchor_conditioned_placebo
9,20250901,COINBASE,COINBASE,COINBASE_1,0,±25bps,109226.25,0.001399159107321656,0.0411977574803723,0.30432131375255556,anchor_conditioned_placebo
9,20250901,COINBASE,COINBASE,COINBASE_2,0,±50bps,110047.49999999999,-0.00040629113198153034,-0.1292754277215455,0.7546667748014387,anchor_conditioned_placebo
9,20250901,COINBASE,COINBASE,COINBASE_3,0,±50bps,108952.5,0.00109716884328052,-0.03186089098648224,0.783569827801047,anchor_conditioned_placebo
9,20250901,COINBASE,COINBASE,COINBASE_4,0,±75bps,110321.25,-0.00041965132198509413,-0.16012545118111257,0.5927199624685383,anchor_conditioned_placebo
9,20250901,COINBASE,COINBASE,COINBASE_5,0,±75bps,108678.75,-0.0008682941089565375,0.059636515539052,0.5139214338750527,anchor_conditioned_placebo
10,20250901,BYBITSPOT,BYBITSPOT,COINBASE_0,0,±25bps,107768.75,0.0001614173551873537,0.031155956152274795,0.7232216927533583,anchor_conditioned_placebo
10,20250901,BYBITSPOT,BYBITSPOT,COINBASE_1,0,±25bps,107231.25,0.00057307223778937,-0.14866175964305656,0.377644134547671,anchor_conditioned_placebo
10,20250901,BYBITSPOT,BYBITSPOT,COINBASE_2,0,±50bps,108037.49999999999,-0.000901935138204714,0.0884356185615818,0.23938729009831372,anchor_conditioned_placebo
10,20250901,BYBITSPOT,BYBITSPOT,COINBASE_3,0,±50bps,106962.5,0.0003999004234416555,0.1627626197044899,0.2670261595701896,anchor_conditioned_placebo
10,20250901,BYBITSPOT,BYBITSPOT,COINBASE_4,0,±75bps,108306.25,0.00035412432876116915,0.11810478347361825,0.5253226916558604,anchor_conditioned_placebo
10,20250901,BYBITSPOT,BYBITSPOT,COINBASE_5,0,±75bps,106693.75,-0.0012591483077921055,0.023938974826890315,0.5355985010379876,anchor_conditioned_placebo
11,20250901,BYBITSPOT,BYBITSPOT,COINBASE_0,0,±25bps,108270.0,-0.00038659949743648225,-0.05484292236528365,0.15234898675256237,anchor_conditioned_placebo
11,20250901,BYBITSPOT,BYBITSPOT,COINBASE_1,0,±25bps,107730.0,-0.0010582960264707228,0.009978682269618028,0.5954848659323208,anchor_conditioned_placebo
11,20250901,BYBITSPOT,BYBITSPOT,COINBASE_2,0,±50bps,108539.99999999999,-0.0017347175015967344,-0.14003935269921924,0.8179487464526166,anchor_conditioned_placebo
11,20250901,BYBITSPOT,BYBITSPOT,COINBASE_3,0,±50bps,107460.0,0.0008854973124737887,0.07568655079769815,0.14823807328872363,anchor_conditioned_placebo
11,20250901,BYBITSPOT,BYBITSPOT,COINBASE_4,0,±75bps,108810.0,-0.001805519912898236,0.08626361575028298,0.7977564590801918,anchor_conditioned_placebo
11,20250901,BYBITSPOT,BYBITSPOT,COINBASE_5,0,±75bps,107190.0,-0.0019422458324815108,-0.05525692609727874,0.6758194215343941,anchor_conditioned_placebo
12,20250901,BYBITSPOT,BYBITSPOT,COINBASE_0,0,±25bps,108771.25,-0.00196894277024287,0.09437623537238443,0.5561194065815898,anchor_conditioned_placebo
12,20250901,BYBITSPOT,BYBITSPOT,COINBASE_1,0,±25bps,108228.75,0.000853515056896549,-0.04852506486065116,0.5856182867270209,anchor_conditioned_placebo
12,20250901,BYBITSPOT,BYBITSPOT,COINBASE_2,0,±50bps,109042.49999999999,0.0007081234404613754,0.12398233403994668,0.8564039018391388,anchor_conditioned_placebo
12,20250901,BYBITSPOT,BYBITSPOT,COINBASE_3,0,±50bps,107957.5,-0.0004146774916919456,0.0747159125393045,0.7567167873927984,anchor_conditioned_placebo
12,20250901,BYBITSPOT,BYBITSPOT,COINBASE_4,0,±75bps,109313.75,-0.0006874723832734975,0.21911840666074808,0.2698767911805223,anchor_conditioned_placebo
12,20250901,BYBITSPOT,BYBITSPOT,COINBASE_5,0,±75bps,107686.25,-0.0006322548985173828,0.10715082685262033,0.2873390420066503,anchor_conditioned_placebo
13,20250901,BYBITSPOT,BYBITSPOT,COINBASE_0,0,±25bps,109272.5,0.0007728424677691277,0.06799319551668892,0.589882515947258,anchor_conditioned_placebo
13,20250901,BYBITSPOT,BYBITSPOT,COINBASE_1,0,±25bps,108727.5,-0.0010901518024640556,-0.019925342521885017,0.41325310404426674,anchor_conditioned_placebo
13,20250901,BYBITSPOT,BYBITSPOT,COINBASE_2,0,±50bps,109544.99999999999,0.0009790985663324014,0.1134717869512454,0.518657051495088,anchor_conditioned_placebo
13,20250901,BYBITSPOT,BYBITSPOT,COINBASE_3,0,±50bps,108455.0,-0.0014206645922846945,0.014092902143383147,0.24465599086164558,anchor_conditioned_placebo
13,20250901,BYBITSPOT,BYBITSPOT,COINBASE_4,0,±75bps,109817.5,-0.0008284704497897287,0.16478767330366584,0.43087254819150755,anchor_conditioned_placebo
13,20250901,BYBITSPOT,BYBITSPOT,COINBASE_5,0,±75bps,108182.5,0.0015642094093039282,-0.03249503817094963,0.5740609991602575,anchor_conditioned_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE_0,0,±25bps,109773.75,-0.0007046492944490275,0.09694776839896596,0.5152613226255172,anchor_conditioned_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE_1,0,±25bps,109226.25,0.0011479252828165976,-0.1429630522101043,0.8336785207983183,anchor_conditioned_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE_2,0,±50bps,110047.49999999999,8.996404372046066e-05,-0.02998399324848308,0.15837297393587724,anchor_conditioned_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE_3,0,±50bps,108952.5,0.0013845104550563715,-0.14117500586421314,0.10629720022325487,anchor_conditioned_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE_4,0,±75bps,110321.25,-0.0010983574147995865,0.07572427984784863,0.3361061169573361,anchor_conditioned_placebo
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE_5,0,±75bps,108678.75,-0.00018942966632603427,0.08903791376325246,0.25664769622993494,anchor_conditioned_placebo
15,20250901,BITGET,BITGET,COINBASE_0,0,±25bps,107768.75,0.0008685160151319277,-0.1227892157989504,0.8446753263142479,anchor_conditioned_placebo
15,20250901,BITGET,BITGET,COINBASE_1,0,±25bps,107231.25,0.0009831433645555259,0.1850987225214617,0.6864926200429096,anchor_conditioned_placebo
15,20250901,BITGET,BITGET,COINBASE_2,0,±50bps,108037.49999999999,-0.0004906980881246264,-0.018407595966602634,0.731581334342305,anchor_conditioned_placebo
15,20250901,BITGET,BITGET,COINBASE_3,0,±50bps,106962.5,0.00022996999754956732,-0.07117372307485649,0.2944810274148335,anchor_conditioned_placebo
15,20250901,BITGET,BITGET,COINBASE_4,0,±75bps,108306.25,-0.000601985768741455,0.0911388743311341,0.7949613498881557,anchor_conditioned_placebo
15,20250901,BITGET,BITGET,COINBASE_5,0,±75bps,106693.75,0.0011012236272028015,0.02882841387721894,0.30887786719239907,anchor_conditioned_placebo
16,20250901,BITGET,BITGET,COINBASE_0,0,±25bps,108270.0,-0.0016327522619972998,0.022735916782963772,0.7057430874173559,anchor_conditioned_placebo
16,20250901,BITGET,BITGET,COINBASE_1,0,±25bps,107730.0,0.00015626356332629313,-0.032877770184688564,0.6782079616854085,anchor_conditioned_placebo
16,20250901,BITGET,BITGET,COINBASE_2,0,±50bps,108539.99999999999,0.00010473167788342815,0.13369039119002746,0.2851397458499976,anchor_conditioned_placebo
16,20250901,BITGET,BITGET,COINBASE_3,0,±50bps,107460.0,0.0002553137235201829,-0.10425613548833704,0.36712163444974977,anchor_conditioned_placebo
16,20250901,BITGET,BITGET,COINBASE_4,0,±75bps,108810.0,-0.0006787446459220512,0.002029179419347226,0.265190470929486,anchor_conditioned_placebo
16,20250901,BITGET,BITGET,COINBASE_5,0,±75bps,107190.0,0.00019425740826698346,0.06626883509185795,0.47789542632551407,anchor_conditioned_placebo
17,20250901,BITGET,BITGET,COINBASE_0,0,±25bps,108771.25,0.0003431208560216055,0.10163464963179303,0.7506277422208857,anchor_conditioned_placebo
17,20250901,BITGET,BITGET,COINBASE_1,0,±25bps,108228.75,0.00013163468525128968,0.19664846450424592,0.11381987200163941,anchor_conditioned_placebo
17,20250901,BITGET,BITGET,COINBASE_2,0,±50bps,109042.49999999999,0.0012658933536447282,0.16868348665677746,0.5241105010742189,anchor_conditioned_placebo
17,20250901,BITGET,BITGET,COINBASE_3,0,±50bps,107957.5,-0.0013295354376947597,0.029776165640047994,0.6255043547789574,anchor_conditioned_placebo
17,20250901,BITGET,BITGET,COINBASE_4,0,±75bps,109313.75,0.0012428561852507528,0.1907412981050622,0.39344469698878226,anchor_conditioned_placebo
17,20250901,BITGET,BITGET,COINBASE_5,0,±75bps,107686.25,-0.0005747457575831068,-0.07401297952321374,0.19530705862760842,anchor_conditioned_placebo
18,20250901,BITGET,BITGET,COINBASE_0,0,±25bps,109272.5,0.0014625516368865473,0.05257421033079101,0.3548368605054094,anchor_conditioned_placebo
18,20250901,BITGET,BITGET,COINBASE_1,0,±25bps,108727.5,0.0005834205731749542,-0.16349887180727174,0.8849319567343623,anchor_conditioned_placebo
18,20250901,BITGET,BITGET,COINBASE_2,0,±50bps,109544.99999999999,-8.02224896846675e-05,0.014061684580116224,0.5960384063594375,anchor_conditioned_placebo
18,20250901,BITGET,BITGET,COINBASE_3,0,±50bps,108455.0,0.0005793547683677671,-0.01659633428747503,0.44764755538854173,anchor_conditioned_placebo
18,20250901,BITGET,BITGET,COINBASE_4,0,±75bps,109817.5,0.000631876627659406,-0.011558183681943744,0.145822714688339,anchor_conditioned_placebo
18,20250901,BITGET,BITGET,COINBASE_5,0,±75bps,108182.5,-0.0019437180911809895,0.01706009794380561,0.8108779445294627,anchor_conditioned_placebo
19,20250901,BITGET,BITGET,COINBASE_0,0,±25bps,109773.75,-0.00029169017831860505,-0.1523003933914618,0.5628363835059887,anchor_conditioned_placebo
19,20250901,BITGET,BITGET,COINBASE_1,0,±25bps,109226.25,0.0011456640620051937,-0.1384372968487175,0.4604143505406978,anchor_conditioned_placebo
19,20250901,BITGET,BITGET,COINBASE_2,0,±50bps,110047.49999999999,0.002091336957950279,0.024329749781710583,0.7322196824112156,anchor_conditioned_placebo
19,20250901,BITGET,BITGET,COINBASE_3,0,±50bps,108952.5,-0.0003537627118702047,-0.05830404768974005,0.2011056618177504,anchor_conditioned_placebo
19,20250901,BITGET,BITGET,COINBASE_4,0,±75bps,110321.25,-0.0009914507816254508,-0.03514121682853383,0.37552413943348595,anchor_conditioned_placebo
19,20250901,BITGET,BITGET,COINBASE_5,0,±75bps,108678.75,0.0007234075961593623,-0.06898721563796287,0.8838449251225834,anchor_conditioned_placebo
20,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,108771.25,0.000768726558539432,0.1155718389525339,0.5337000198447605,anchor_conditioned_placebo
20,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,108228.75,-0.0008241581431033776,0.016845688542506367,0.21291139699658929,anchor_conditioned_placebo
20,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,109042.49999999999,-0.000326838974336846,0.023564376545065477,0.6487345897008922,anchor_conditioned_placebo
20,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,107957.5,0.0009223249558017936,-0.08550866380223367,0.37559680231607495,anchor_conditioned_placebo
20,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,109313.75,-0.002019487416263913,0.11142056880253155,0.46671473247079953,anchor_conditioned_placebo
20,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,107686.25,0.0018724329328273122,-0.0017318508291365642,0.5467601211615227,anchor_conditioned_placebo
21,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,109272.5,0.0017816946864513418,-0.018390272624097617,0.3253459161287731,anchor_conditioned_placebo
21,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,108727.5,0.000550997426737656,-0.01651403492524232,0.11398996503464504,anchor_conditioned_placebo
21,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,109544.99999999999,-0.00013184158579364802,-0.13532637304685963,0.486375301797378,anchor_conditioned_placebo
21,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,108455.0,0.001043318270976934,0.12408914460278869,0.6432326621510007,anchor_conditioned_placebo
21,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,109817.5,0.000873833117870968,-0.10652263382849676,0.6691582903333804,anchor_conditioned_placebo
21,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,108182.5,-0.0011042137504924633,0.1021921813803835,0.16094073784347795,anchor_conditioned_placebo
22,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,109773.75,-0.0009150165137412533,0.0036822609394436268,0.8178513678205377,anchor_conditioned_placebo
22,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,109226.25,0.00015642871048504885,-0.0047297515878924395,0.6937967125627326,anchor_conditioned_placebo
22,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,110047.49999999999,0.0008411502271974196,-0.014280797909701154,0.49088387429781866,anchor_conditioned_placebo
22,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,108952.5,0.0007319885238071506,0.19000803388098697,0.24543698113997892,anchor_conditioned_placebo
22,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,110321.25,-0.0011165561588176638,0.14548918419330253,0.7651292529795631,anchor_conditioned_placebo
22,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,108678.75,8.171778185142683e-06,0.08504004321121615,0.6615263561231128,anchor_conditioned_placebo
23,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,110187.18099999998,0.0007009887687343504,-0.1209073334378234,0.7779783464969704,anchor_conditioned_placebo
23,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,109637.619,-0.001173868306738099,-0.0831492688399525,0.8369164537947001,anchor_conditioned_placebo
23,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,110461.96199999998,-0.0003490312094472515,-0.15203556447994213,0.5888516775833874,anchor_conditioned_placebo
23,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,109362.83799999999,-0.0009189681237044482,0.03551997754381929,0.8307362027341213,anchor_conditioned_placebo
23,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,110736.743,-0.00048106853368178997,-0.14095658683528411,0.7032194370556161,anchor_conditioned_placebo
23,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,109088.057,0.0002636972090317711,0.0018912039676019774,0.19089670409710094,anchor_conditioned_placebo
24,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,110275.0,-0.0004639098007895549,0.002617928856382266,0.6416520141065615,anchor_conditioned_placebo
24,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,109725.0,0.00030462400454942017,0.21434419041269687,0.7773543737913332,anchor_conditioned_placebo
24,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,110549.99999999999,0.00029476053275769514,0.07860724276005063,0.2749724994881573,anchor_conditioned_placebo
24,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,109450.0,0.0005761807359611802,0.10595214579946116,0.7048483496682261,anchor_conditioned_placebo
24,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,110825.0,0.001058979988328808,-0.002022372254676942,0.3297116819090108,anchor_conditioned_placebo
24,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,109175.0,-0.0004120134004456371,0.2268923193570819,0.11208585551798543,anchor_conditioned_placebo
25,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,110776.25,0.00013098868608935104,0.037870992891869334,0.4308678586547149,anchor_conditioned_placebo
25,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,110223.75,0.0009886047262533618,0.08450529015362421,0.12469083881729084,anchor_conditioned_placebo
25,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,111052.49999999999,0.0006856838129006154,-0.019922841142974115,0.7396288312339957,anchor_conditioned_placebo
25,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,109947.5,0.0012737788600821916,0.13556138787276817,0.6653101279888383,anchor_conditioned_placebo
25,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,111328.75,-0.0010155704185770779,0.02935526038598419,0.3345704030544634,anchor_conditioned_placebo
25,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,109671.25,0.0007304725090545936,-0.09548440689386072,0.1950840607620976,anchor_conditioned_placebo
26,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,111277.5,-0.00035180531050183405,0.20139972996155928,0.13836989807267994,anchor_conditioned_placebo
26,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,110722.5,-0.0013780340928913292,-0.03317588861566974,0.5018401884141428,anchor_conditioned_placebo
26,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,111554.99999999999,-0.0007011063177542138,-0.09182081194538788,0.7249666909586387,anchor_conditioned_placebo
26,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,110445.0,0.00039168287925595415,0.027330891264457393,0.4548508709288831,anchor_conditioned_placebo
26,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,111832.5,-0.0012308270145469063,-0.13401789902693223,0.5179718787625739,anchor_conditioned_placebo
26,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,110167.5,0.001221756248965959,0.29753594951255957,0.4319811328121257,anchor_conditioned_placebo
27,20250902,BINANCE,BINANCE,COINBASE_0,0,±25bps,111778.75,0.0012507129305501458,-0.06203646406274698,0.7136166426994068,anchor_conditioned_placebo
27,20250902,BINANCE,BINANCE,COINBASE_1,0,±25bps,111221.25,-0.0006091150350448241,-0.10231130751486016,0.7585778378544951,anchor_conditioned_placebo
27,20250902,BINANCE,BINANCE,COINBASE_2,0,±50bps,112057.49999999999,-0.00048207037283297356,0.11659731529823819,0.23245455216312624,anchor_conditioned_placebo
27,20250902,BINANCE,BINANCE,COINBASE_3,0,±50bps,110942.5,-0.000364741473476325,-0.3268077496539115,0.21684442771447304,anchor_conditioned_placebo
27,20250902,BINANCE,BINANCE,COINBASE_4,0,±75bps,112336.25,-0.0007195890623064972,-0.07995555838325924,0.460084318715122,anchor_conditioned_placebo
27,20250902,BINANCE,BINANCE,COINBASE_5,0,±75bps,110663.75,-0.0006609140450877943,0.039532985916168564,0.5029445003816355,anchor_conditioned_placebo
28,20250902,COINBASE,COINBASE,COINBASE_0,0,±25bps,108771.25,0.00011809784904659825,-0.0101821480053053,0.36844760494110707,anchor_conditioned_placebo
28,20250902,COINBASE,COINBASE,COINBASE_1,0,±25bps,108228.75,0.0007918811599862005,-0.17263882975722408,0.10925174700356122,anchor_conditioned_placebo
28,20250902,COINBASE,COINBASE,COINBASE_2,0,±50bps,109042.49999999999,-4.173822955578581e-05,0.06374410526004357,0.784639920713651,anchor_conditioned_placebo
