date,venue,pair,abs_path,size_bytes,sha256,source_format
20250923,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250923_BTCUSDT.csv.gz,30191701,a52ff143f08c11a5629e94b9a674e0d21bc7f8e2e96f212d6e324582ea3a2617,v6
20250925,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250925_BTCUSDT.csv.gz,215546421,cc4a76a16007f55f66596985d5b71abafc9c54ad65cb8aaae74a044086161042,v6
20250924,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250924_BTCUSDT.csv.gz,23919280,83d1a3e6cd350fe1c7321cd4f697007e23bd1174a0eff7bdf40907c283310eb4,v6
20250922,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250922_BTCUSDT.csv.gz,190657779,d7713d76149ee9ef139c200883e366b1c07e76799ce258bf75a6e5559b910aff,v6
20250923,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250923_BTCUSDT.csv.gz,130179220,33d608e657cf441f7f3415d0a0d8ae300d0569222dce2b598c71ca81c90d15f8,v6
20250925,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250925_BTCUSDT.csv.gz,38029400,ab65744dc46e654d1864174d004bdf7ee04b25813015e5a56e2588d741f225f8,v6
20250924,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250924_BTCUSDT.csv.gz,178564244,3a6fd9da98ba8a1d4e483d3b5946c48ec38818ef145c6d9dc3077fd2ed208b8d,v6
20250922,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250922_BTCUSDT.csv.gz,25956974,cf71690954404efaf327a4fed13ceb18e0d15cba3a1020ec08132f1c2c9a81cb,v6
20250928,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250928_BTCUSDT.csv.gz,15938180,9c1ec4a76f08eba5e3a12810846800f22d66eb94aca99cfffb0aa0f91fc6a140,v6
20250926,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250926_BTCUSDT.csv.gz,210608322,a57af0ca26109a1f0e97c86022d4f28a5da6143dc550d7480ff932b6b2d34d10,v6
20250927,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250927_BTCUSDT.csv.gz,9571057,14b473a31e6daf41ce8d12030c5cbbf9962f6b3494c76e718d17cb5be99191f9,v6
20250928,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250928_BTCUSDT.csv.gz,116761482,d05cdc4231fcd3a9e9c36d7afad0be2dec11d9d99ff70b41c5484a7914c8e69f,v6
20250926,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250926_BTCUSDT.csv.gz,28952018,7e41fe13e42ad3ecea1b80fe51d355c6cd753528c32da2d8bd611a5c47e12bb0,v6
20250927,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250927_BTCUSDT.csv.gz,123692125,a01e1c69ab68fd749bdf81e4c738294823a36f79f9095d7063e02842c25a5f2a,v6
