date,venue,pair,abs_path,size_bytes,sha256,source_format
20251003,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251003_BTCUSDT.csv.gz,57044771,1e77194647d37bb9071ab3c1f72c13f7aa4dc1eed21622570bd90eec0312bc1c,v6
20251002,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251002_BTCUSDT.csv.gz,51988708,1b4e2da1b6e786f6baa56d820469741585443659eaf13b04c87872b04f1ee161,v6
20250930,BITGET,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BITGET_20250930_BTCUSDT.csv.gz,15970187,64eb552eeb1ef44492651331694b322fde7e9f4e3bd37fbc2c43d6f086551410,v6
20251005,COINBASE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/COINBASE_20251005_BTCUSDT.csv.gz,35514359,56a46d9fa5ab3ee75c62de31bafb14de7c978085b383b3c48825aa9055088146,v6
20250930,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250930_BTCUSDT.csv.gz,162498925,cf9c279672a87116fbe7807aa057594ebbe22b7efe8edb30378b8a8717b5ab5a,v6
20251001,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251001_BTCUSDT.csv.gz,31901621,565d417733372739e3dea6715a46e63722ecb481fe63bd5a9fda455b2cec2868,v6
20250930,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250930_BTCUSDT.csv.gz,24711408,598c0833e6bdbb4c338104f27cc0c6d9dde762f3f4eb82acf1cbc6c44eb4496d,v6
20251001,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251001_BTCUSDT.csv.gz,169173632,94c9e6689ed18ec451cae85933cd7dd57fb37357dbea0ba9ba403f8b0c987bb3,v6
20251003,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251003_BTCUSDT.csv.gz,209249857,cf143f95a093211293dcafedc12c4ca6afd5185d1f7c9cc61fc8342c78a5ed1d,v6
20251005,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251005_BTCUSDT.csv.gz,35804863,3c756ca9426f01f21265cb31e87acae2264456a404d444f37c89298c0af054a4,v6
20251004,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251004_BTCUSDT.csv.gz,105256455,aba54eeeadf385425baa4cec94f07427e73612e83de4f8b5a8520c0992f023ee,v6
20251002,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251002_BTCUSDT.csv.gz,32906308,3988848cf344b0bf70fb169c1b7cdb42f9541a7d0afe0d64c4994fe8d136c883,v6
20250929,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20250929_BTCUSDT.csv.gz,162529398,d988bd5700b132b0351212b9311f4fa4d3551bc607f833949982e1fd9cbddb46,v6
20251003,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251003_BTCUSDT.csv.gz,38452413,671817bae41c5b90c93c242c4f6e82048d1b09f725ca6f26090fea9e90b3709c,v6
20251005,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251005_BTCUSDT.csv.gz,181762530,d34524d66e90c4ba3dd874ed60b635d6ee4ed425b93ea67d43eb5d17869b9aab,v6
20251004,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20251004_BTCUSDT.csv.gz,16861956,fa9e2a09c310d2e9f8f9c1a0ac188cfde80efa084b2e32187483eac0babab744,v6
20250929,BYBITSPOT,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BYBITSPOT_20250929_BTCUSDT.csv.gz,27437973,99d26d6751c7e9fbca443e35d5d742e90ec264fd7032f93e354c27102363a61a,v6
20251002,BINANCE,BTCUSDT,/Users/ygorfrancisco/Desktop/acd-monitor/data_v6/raw/coinapi_oct/BINANCE_20251002_BTCUSDT.csv.gz,171216963,0ab9bb1128916970ef59014795eafc54b328b7167fc8a14cb38da360a377dbb8,v6
