event_id,venue_i,venue_j,date,anchor_type,trigger_price,band_low,band_high,ts_event_found,n_pre,n_post,low_n,note
24,BINANCE,BINANCE_target,20250902,±25bps,110000.0,109725.0,110275.0,,0,0,True,BAND_NOT_TOUCHED
24,BINANCE,BINANCE_target,20250902,±50bps,110000.0,109450.0,110549.99999999999,,0,0,True,BAND_NOT_TOUCHED
24,BINANCE,BINANCE_target,20250902,±75bps,110000.0,109175.0,110825.0,2025-09-02 02:54:12.309000,143,165,False,VALIDATED
25,BINANCE,BINANCE_target,20250902,±25bps,110500.0,110223.75,110776.25,,0,0,True,BAND_NOT_TOUCHED
25,BINANCE,BINANCE_target,20250902,±50bps,110500.0,109947.5,111052.49999999999,,0,0,True,BAND_NOT_TOUCHED
25,BINANCE,BINANCE_target,20250902,±75bps,110500.0,109671.25,111328.75,2025-09-02 03:14:32.015000,151,152,False,VALIDATED
26,BINANCE,BINANCE_target,20250902,±25bps,111000.0,110722.5,111277.5,2025-09-02 13:47:22.086000,137,144,False,VALIDATED
26,BINANCE,BINANCE_target,20250902,±50bps,111000.0,110445.0,111554.99999999999,2025-09-02 13:54:40.086000,177,186,False,VALIDATED
26,BINANCE,BINANCE_target,20250902,±75bps,111000.0,110167.5,111832.5,2025-09-02 13:50:02.086000,166,142,False,VALIDATED
27,BINANCE,BINANCE_target,20250902,±25bps,111500.0,111221.25,111778.75,2025-09-02 13:58:12.034000,121,136,False,VALIDATED
27,BINANCE,BINANCE_target,20250902,±50bps,111500.0,110942.5,112057.49999999999,2025-09-02 14:02:10.034000,162,167,False,VALIDATED
27,BINANCE,BINANCE_target,20250902,±75bps,111500.0,110663.75,112336.25,2025-09-02 14:04:35.034000,169,144,False,VALIDATED
28,COINBASE,COINBASE_target,20250902,±25bps,108500.0,108228.75,108771.25,2025-09-02 12:49:34.615805,126,176,False,VALIDATED
28,COINBASE,COINBASE_target,20250902,±50bps,108500.0,107957.5,109042.49999999999,2025-09-02 12:41:28.615805,184,127,False,VALIDATED
28,COINBASE,COINBASE_target,20250902,±75bps,108500.0,107686.25,109313.75,2025-09-02 12:47:48.615805,133,195,False,VALIDATED
29,COINBASE,COINBASE_target,20250902,±25bps,109000.0,108727.5,109272.5,2025-09-02 00:27:24.441069,185,151,False,VALIDATED
29,COINBASE,COINBASE_target,20250902,±50bps,109000.0,108455.0,109544.99999999999,2025-09-02 00:25:52.441069,144,177,False,VALIDATED
29,COINBASE,COINBASE_target,20250902,±75bps,109000.0,108182.5,109817.5,2025-09-02 00:27:06.441069,141,177,False,VALIDATED
30,COINBASE,COINBASE_target,20250902,±25bps,109500.0,109226.25,109773.75,2025-09-02 01:44:37.593190,171,161,False,VALIDATED
30,COINBASE,COINBASE_target,20250902,±50bps,109500.0,108952.5,110047.49999999999,2025-09-02 01:40:26.593190,179,127,False,VALIDATED
30,COINBASE,COINBASE_target,20250902,±75bps,109500.0,108678.75,110321.25,2025-09-02 01:39:37.593190,187,125,False,VALIDATED
31,COINBASE,COINBASE_target,20250902,±25bps,109907.51,109632.741225,110182.27877499998,2025-09-02 02:52:21.348641,166,174,False,VALIDATED
31,COINBASE,COINBASE_target,20250902,±50bps,109907.51,109357.97245,110457.04754999999,2025-09-02 02:51:00.348641,149,138,False,VALIDATED
31,COINBASE,COINBASE_target,20250902,±75bps,109907.51,109083.203675,110731.816325,2025-09-02 02:47:29.348641,174,181,False,VALIDATED
32,COINBASE,COINBASE_target,20250902,±25bps,110000.0,109725.0,110275.0,2025-09-02 03:00:08.367464,131,120,False,VALIDATED
32,COINBASE,COINBASE_target,20250902,±50bps,110000.0,109450.0,110549.99999999999,2025-09-02 03:02:08.367464,153,167,False,VALIDATED
32,COINBASE,COINBASE_target,20250902,±75bps,110000.0,109175.0,110825.0,2025-09-02 02:57:32.367464,120,135,False,VALIDATED
33,COINBASE,COINBASE_target,20250902,±25bps,110500.0,110223.75,110776.25,2025-09-02 03:18:46.947751,188,141,False,VALIDATED
33,COINBASE,COINBASE_target,20250902,±50bps,110500.0,109947.5,111052.49999999999,2025-09-02 03:12:35.947751,145,135,False,VALIDATED
33,COINBASE,COINBASE_target,20250902,±75bps,110500.0,109671.25,111328.75,2025-09-02 03:12:45.947751,176,148,False,VALIDATED
34,COINBASE,COINBASE_target,20250902,±25bps,111000.0,110722.5,111277.5,2025-09-02 13:42:29.026203,166,181,False,VALIDATED
34,COINBASE,COINBASE_target,20250902,±50bps,111000.0,110445.0,111554.99999999999,2025-09-02 13:44:44.026203,135,167,False,VALIDATED
34,COINBASE,COINBASE_target,20250902,±75bps,111000.0,110167.5,111832.5,2025-09-02 13:46:09.026203,142,129,False,VALIDATED
35,COINBASE,COINBASE_target,20250902,±25bps,111500.0,111221.25,111778.75,,0,0,True,BAND_NOT_TOUCHED
35,COINBASE,COINBASE_target,20250902,±50bps,111500.0,110942.5,112057.49999999999,2025-09-02 13:58:37.078537,129,138,False,VALIDATED
35,COINBASE,COINBASE_target,20250902,±75bps,111500.0,110663.75,112336.25,2025-09-02 14:01:02.078537,123,135,False,VALIDATED
36,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,108500.0,108228.75,108771.25,2025-09-02 12:45:26.587000,151,143,False,VALIDATED
36,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,108500.0,107957.5,109042.49999999999,2025-09-02 12:47:28.587000,152,152,False,VALIDATED
36,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,108500.0,107686.25,109313.75,2025-09-02 12:48:15.587000,131,186,False,VALIDATED
37,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,109000.0,108727.5,109272.5,2025-09-02 00:27:49.336000,193,162,False,VALIDATED
37,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,109000.0,108455.0,109544.99999999999,2025-09-02 00:31:38.336000,131,165,False,VALIDATED
37,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,109000.0,108182.5,109817.5,2025-09-02 00:33:20.336000,154,127,False,VALIDATED
38,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,109500.0,109226.25,109773.75,2025-09-02 01:46:38.358000,126,187,False,VALIDATED
38,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,109500.0,108952.5,110047.49999999999,2025-09-02 01:47:53.358000,194,148,False,VALIDATED
38,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,109500.0,108678.75,110321.25,2025-09-02 01:44:17.358000,155,129,False,VALIDATED
39,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,109905.0,109630.2375,110179.7625,2025-09-02 02:49:43.274000,168,155,False,VALIDATED
39,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,109905.0,109355.475,110454.525,2025-09-02 02:48:07.274000,143,142,False,VALIDATED
39,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,109905.0,109080.71250000001,110729.2875,,0,0,True,BAND_NOT_TOUCHED
40,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,110000.0,109725.0,110275.0,2025-09-02 02:59:44.335000,174,132,False,VALIDATED
40,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,110000.0,109450.0,110549.99999999999,2025-09-02 02:58:08.335000,181,132,False,VALIDATED
40,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,110000.0,109175.0,110825.0,2025-09-02 02:56:32.335000,131,180,False,VALIDATED
41,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,110500.0,110223.75,110776.25,,0,0,True,BAND_NOT_TOUCHED
41,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,110500.0,109947.5,111052.49999999999,2025-09-02 03:18:54.876000,147,197,False,VALIDATED
41,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,110500.0,109671.25,111328.75,2025-09-02 03:20:43.876000,135,188,False,VALIDATED
42,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,111000.0,110722.5,111277.5,2025-09-02 13:41:45.238000,171,172,False,VALIDATED
42,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,111000.0,110445.0,111554.99999999999,2025-09-02 13:50:49.238000,158,172,False,VALIDATED
42,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,111000.0,110167.5,111832.5,2025-09-02 13:47:58.238000,124,154,False,VALIDATED
43,BYBITSPOT,BYBITSPOT_target,20250902,±25bps,111500.0,111221.25,111778.75,2025-09-02 13:59:32.057000,194,137,False,VALIDATED
43,BYBITSPOT,BYBITSPOT_target,20250902,±50bps,111500.0,110942.5,112057.49999999999,,0,0,True,BAND_NOT_TOUCHED
43,BYBITSPOT,BYBITSPOT_target,20250902,±75bps,111500.0,110663.75,112336.25,2025-09-02 14:03:49.057000,136,126,False,VALIDATED
44,BITGET,BITGET_target,20250902,±25bps,108500.0,108228.75,108771.25,2025-09-02 12:43:56.566000,161,128,False,VALIDATED
44,BITGET,BITGET_target,20250902,±50bps,108500.0,107957.5,109042.49999999999,2025-09-02 12:44:22.566000,124,148,False,VALIDATED
44,BITGET,BITGET_target,20250902,±75bps,108500.0,107686.25,109313.75,2025-09-02 12:46:47.566000,127,184,False,VALIDATED
45,BITGET,BITGET_target,20250902,±25bps,109000.0,108727.5,109272.5,2025-09-02 00:33:32.528000,190,164,False,VALIDATED
45,BITGET,BITGET_target,20250902,±50bps,109000.0,108455.0,109544.99999999999,2025-09-02 00:26:11.528000,150,138,False,VALIDATED
45,BITGET,BITGET_target,20250902,±75bps,109000.0,108182.5,109817.5,2025-09-02 00:28:03.528000,158,193,False,VALIDATED
46,BITGET,BITGET_target,20250902,±25bps,109500.0,109226.25,109773.75,,0,0,True,BAND_NOT_TOUCHED
46,BITGET,BITGET_target,20250902,±50bps,109500.0,108952.5,110047.49999999999,2025-09-02 01:47:03.424000,164,132,False,VALIDATED
46,BITGET,BITGET_target,20250902,±75bps,109500.0,108678.75,110321.25,2025-09-02 01:40:30.424000,139,191,False,VALIDATED
47,BITGET,BITGET_target,20250902,±25bps,109910.16,109635.3846,110184.9354,2025-09-02 02:52:17.777000,158,120,False,VALIDATED
47,BITGET,BITGET_target,20250902,±50bps,109910.16,109360.6092,110459.71079999999,2025-09-02 02:52:04.777000,181,182,False,VALIDATED
47,BITGET,BITGET_target,20250902,±75bps,109910.16,109085.83380000001,110734.48620000001,2025-09-02 02:53:05.777000,175,152,False,VALIDATED
48,BITGET,BITGET_target,20250902,±25bps,110000.0,109725.0,110275.0,2025-09-02 02:55:43.215000,177,163,False,VALIDATED
48,BITGET,BITGET_target,20250902,±50bps,110000.0,109450.0,110549.99999999999,,0,0,True,BAND_NOT_TOUCHED
48,BITGET,BITGET_target,20250902,±75bps,110000.0,109175.0,110825.0,2025-09-02 02:55:58.215000,199,194,False,VALIDATED
49,BITGET,BITGET_target,20250902,±25bps,110500.0,110223.75,110776.25,,0,0,True,BAND_NOT_TOUCHED
49,BITGET,BITGET_target,20250902,±50bps,110500.0,109947.5,111052.49999999999,2025-09-02 03:20:11.917000,176,137,False,VALIDATED
49,BITGET,BITGET_target,20250902,±75bps,110500.0,109671.25,111328.75,2025-09-02 03:16:24.917000,133,134,False,VALIDATED
50,BITGET,BITGET_target,20250902,±25bps,111000.0,110722.5,111277.5,2025-09-02 13:47:31.820000,173,122,False,VALIDATED
50,BITGET,BITGET_target,20250902,±50bps,111000.0,110445.0,111554.99999999999,,0,0,True,BAND_NOT_TOUCHED
50,BITGET,BITGET_target,20250902,±75bps,111000.0,110167.5,111832.5,2025-09-02 13:41:30.820000,193,135,False,VALIDATED
51,BITGET,BITGET_target,20250902,±25bps,111500.0,111221.25,111778.75,2025-09-02 14:02:25.039000,147,127,False,VALIDATED
51,BITGET,BITGET_target,20250902,±50bps,111500.0,110942.5,112057.49999999999,2025-09-02 13:57:07.039000,127,177,False,VALIDATED
51,BITGET,BITGET_target,20250902,±75bps,111500.0,110663.75,112336.25,2025-09-02 14:04:37.039000,160,183,False,VALIDATED
52,BINANCE,BINANCE_target,20250903,±25bps,111000.0,110722.5,111277.5,2025-09-03 01:21:15.634000,192,152,False,VALIDATED
52,BINANCE,BINANCE_target,20250903,±50bps,111000.0,110445.0,111554.99999999999,2025-09-03 01:26:31.634000,148,132,False,VALIDATED
52,BINANCE,BINANCE_target,20250903,±75bps,111000.0,110167.5,111832.5,,0,0,True,BAND_NOT_TOUCHED
53,BINANCE,BINANCE_target,20250903,±25bps,111500.0,111221.25,111778.75,2025-09-03 00:16:10.432000,188,166,False,VALIDATED
53,BINANCE,BINANCE_target,20250903,±50bps,111500.0,110942.5,112057.49999999999,,0,0,True,BAND_NOT_TOUCHED
53,BINANCE,BINANCE_target,20250903,±75bps,111500.0,110663.75,112336.25,2025-09-03 00:10:18.432000,124,152,False,VALIDATED
54,BINANCE,BINANCE_target,20250903,±25bps,111771.52,111492.09120000001,112050.9488,2025-09-03 00:24:26.134000,168,130,False,VALIDATED
54,BINANCE,BINANCE_target,20250903,±50bps,111771.52,111212.6624,112330.37759999999,2025-09-03 00:23:03.134000,178,146,False,VALIDATED
54,BINANCE,BINANCE_target,20250903,±75bps,111771.52,110933.2336,112609.80640000002,2025-09-03 00:23:45.134000,120,140,False,VALIDATED
55,BINANCE,BINANCE_target,20250903,±25bps,112000.0,111720.0,112280.0,2025-09-03 14:43:25.040000,188,124,False,VALIDATED
55,BINANCE,BINANCE_target,20250903,±50bps,112000.0,111440.0,112559.99999999999,,0,0,True,BAND_NOT_TOUCHED
55,BINANCE,BINANCE_target,20250903,±75bps,112000.0,111160.0,112840.0,2025-09-03 14:44:12.040000,156,193,False,VALIDATED
56,BINANCE,BINANCE_target,20250903,±25bps,112500.0,112218.75,112781.25,2025-09-03 14:40:44.533000,197,192,False,VALIDATED
56,BINANCE,BINANCE_target,20250903,±50bps,112500.0,111937.5,113062.49999999999,2025-09-03 14:39:10.533000,164,196,False,VALIDATED
56,BINANCE,BINANCE_target,20250903,±75bps,112500.0,111656.25,113343.75,2025-09-03 14:45:48.533000,151,153,False,VALIDATED
57,COINBASE,COINBASE_target,20250903,±25bps,111000.0,110722.5,111277.5,2025-09-03 01:20:04.158864,158,145,False,VALIDATED
57,COINBASE,COINBASE_target,20250903,±50bps,111000.0,110445.0,111554.99999999999,2025-09-03 01:26:10.158864,122,169,False,VALIDATED
57,COINBASE,COINBASE_target,20250903,±75bps,111000.0,110167.5,111832.5,2025-09-03 01:19:46.158864,124,176,False,VALIDATED
58,COINBASE,COINBASE_target,20250903,±25bps,111500.0,111221.25,111778.75,2025-09-03 00:11:04.774373,142,198,False,VALIDATED
58,COINBASE,COINBASE_target,20250903,±50bps,111500.0,110942.5,112057.49999999999,2025-09-03 00:15:39.774373,194,170,False,VALIDATED
58,COINBASE,COINBASE_target,20250903,±75bps,111500.0,110663.75,112336.25,,0,0,True,BAND_NOT_TOUCHED
59,COINBASE,COINBASE_target,20250903,±25bps,111801.86,111522.35535000001,112081.36464999999,2025-09-03 12:37:48.628053,149,198,False,VALIDATED
59,COINBASE,COINBASE_target,20250903,±50bps,111801.86,111242.8507,112360.86929999999,2025-09-03 12:40:09.628053,171,157,False,VALIDATED
59,COINBASE,COINBASE_target,20250903,±75bps,111801.86,110963.34605000001,112640.37395000001,2025-09-03 12:38:17.628053,149,170,False,VALIDATED
60,COINBASE,COINBASE_target,20250903,±25bps,112000.0,111720.0,112280.0,2025-09-03 14:37:03.206304,175,136,False,VALIDATED
60,COINBASE,COINBASE_target,20250903,±50bps,112000.0,111440.0,112559.99999999999,2025-09-03 14:43:13.206304,188,153,False,VALIDATED
60,COINBASE,COINBASE_target,20250903,±75bps,112000.0,111160.0,112840.0,2025-09-03 14:42:15.206304,196,162,False,VALIDATED
61,COINBASE,COINBASE_target,20250903,±25bps,112500.0,112218.75,112781.25,2025-09-03 14:40:05.882678,142,174,False,VALIDATED
61,COINBASE,COINBASE_target,20250903,±50bps,112500.0,111937.5,113062.49999999999,2025-09-03 14:44:28.882678,135,127,False,VALIDATED
61,COINBASE,COINBASE_target,20250903,±75bps,112500.0,111656.25,113343.75,2025-09-03 14:42:55.882678,186,186,False,VALIDATED
62,BYBITSPOT,BYBITSPOT_target,20250903,±25bps,111000.0,110722.5,111277.5,2025-09-03 01:19:55.348000,170,138,False,VALIDATED
62,BYBITSPOT,BYBITSPOT_target,20250903,±50bps,111000.0,110445.0,111554.99999999999,2025-09-03 01:26:40.348000,161,180,False,VALIDATED
62,BYBITSPOT,BYBITSPOT_target,20250903,±75bps,111000.0,110167.5,111832.5,2025-09-03 01:27:27.348000,124,131,False,VALIDATED
63,BYBITSPOT,BYBITSPOT_target,20250903,±25bps,111500.0,111221.25,111778.75,2025-09-03 00:15:24.823000,168,197,False,VALIDATED
63,BYBITSPOT,BYBITSPOT_target,20250903,±50bps,111500.0,110942.5,112057.49999999999,2025-09-03 00:07:31.823000,145,166,False,VALIDATED
63,BYBITSPOT,BYBITSPOT_target,20250903,±75bps,111500.0,110663.75,112336.25,2025-09-03 00:10:17.823000,175,182,False,VALIDATED
64,BYBITSPOT,BYBITSPOT_target,20250903,±25bps,111776.0,111496.56000000001,112055.43999999999,2025-09-03 00:27:38.572000,145,155,False,VALIDATED
64,BYBITSPOT,BYBITSPOT_target,20250903,±50bps,111776.0,111217.12,112334.87999999999,2025-09-03 00:26:14.572000,171,198,False,VALIDATED
64,BYBITSPOT,BYBITSPOT_target,20250903,±75bps,111776.0,110937.68000000001,112614.32,2025-09-03 00:22:57.572000,133,147,False,VALIDATED
65,BYBITSPOT,BYBITSPOT_target,20250903,±25bps,112000.0,111720.0,112280.0,2025-09-03 14:38:23.066000,121,145,False,VALIDATED
