date,airline,airline_name,price,market_share,day_of_week,is_weekend,is_holiday,demand_multiplier,coordination_strength,coordination_period,market_event,event_impact,price_change,price_change_pct,market_min_price,market_max_price,market_mean_price,market_std_price,price_vs_market,price_vs_market_pct,market_spread,price_rank
2023-01-03,FR,Ryanair,145.34,0.2,1,False,False,1.0,0.0,competitive,normal,0.0,-12.329999999999984,-0.07820130652628898,145.34,195.31,177.8625,22.179253631866576,-32.52250000000001,-0.18285192213085955,49.97,1.0
2023-01-03,VS,Virgin Atlantic,185.43,0.25,1,False,False,1.0,0.0,competitive,normal,0.0,7.77000000000001,0.043735224586288535,145.34,195.31,177.8625,22.179253631866576,7.5674999999999955,0.0425469112376133,49.97,3.0
2023-01-04,BA,British Airways,202.42,0.35,2,False,False,1.0,0.0,competitive,normal,0.0,7.109999999999985,0.03640366596692424,144.38,202.42,170.105,24.4834372586857,32.315,0.18997090032626907,58.03999999999999,4.0
2023-01-04,EI,Aer Lingus,172.75,0.2,2,False,False,1.0,0.0,competitive,normal,0.0,-12.620000000000005,-0.06808005610400825,144.38,202.42,170.105,24.4834372586857,2.6450000000000102,0.015549219599659094,58.03999999999999,3.0
2023-01-04,FR,Ryanair,144.38,0.2,2,False,False,1.0,0.0,competitive,normal,0.0,-0.960000000000008,-0.006605201596257104,144.38,202.42,170.105,24.4834372586857,-25.724999999999994,-0.15123012257135296,58.03999999999999,1.0
2023-01-04,VS,Virgin Atlantic,160.87,0.25,2,False,False,1.0,0.0,competitive,normal,0.0,-24.560000000000002,-0.13244890255082786,144.38,202.42,170.105,24.4834372586857,-9.234999999999985,-0.05428999735457503,58.03999999999999,2.0
2023-01-05,BA,British Airways,189.87,0.35,3,False,False,1.0,0.0,competitive,normal,0.0,-12.549999999999983,-0.06199980239106795,135.88,189.87,172.4525,24.67683309638144,17.417500000000018,0.10099882576361618,53.99000000000001,4.0
2023-01-05,EI,Aer Lingus,180.92,0.2,3,False,False,1.0,0.0,competitive,normal,0.0,8.169999999999987,0.04729377713458738,135.88,189.87,172.4525,24.67683309638144,8.467500000000001,0.049100476942926324,53.99000000000001,2.0
2023-01-05,FR,Ryanair,135.88,0.2,3,False,False,1.0,0.0,competitive,normal,0.0,-8.5,-0.05887242000277049,135.88,189.87,172.4525,24.67683309638144,-36.57249999999999,-0.21207288963627663,53.99000000000001,1.0
2023-01-05,VS,Virgin Atlantic,183.14,0.25,3,False,False,1.0,0.0,competitive,normal,0.0,22.269999999999982,0.13843476098713237,135.88,189.87,172.4525,24.67683309638144,10.6875,0.06197358692973428,53.99000000000001,3.0
2023-01-06,BA,British Airways,214.66,0.35,4,False,False,1.0,0.0,competitive,normal,0.0,24.789999999999992,0.13056301680096905,135.75,214.66,179.7075,33.05654688056009,34.952499999999986,0.19449661255095077,78.91,4.0
2023-01-06,EI,Aer Lingus,190.68,0.2,4,False,False,1.0,0.0,competitive,normal,0.0,9.76000000000002,0.053946495688702356,135.75,214.66,179.7075,33.05654688056009,10.972499999999997,0.06105755185509785,78.91,3.0
2023-01-06,FR,Ryanair,135.75,0.2,4,False,False,1.0,0.0,competitive,normal,0.0,-0.12999999999999545,-0.0009567265234029509,135.75,214.66,179.7075,33.05654688056009,-43.95750000000001,-0.24460581778723764,78.91,1.0
2023-01-06,VS,Virgin Atlantic,177.74,0.25,4,False,False,1.0,0.0,competitive,normal,0.0,-5.399999999999977,-0.02948563940155058,135.75,214.66,179.7075,33.05654688056009,-1.9675000000000011,-0.010948346618811129,78.91,2.0
2023-01-07,BA,British Airways,234.56,0.35,5,True,False,1.2,0.0,competitive,normal,0.0,19.900000000000006,0.09270474238330384,183.76,234.56,212.98000000000002,21.20441620669305,21.579999999999984,0.10132406798760439,50.80000000000001,4.0
2023-01-07,EI,Aer Lingus,216.49,0.2,5,True,False,1.2,0.0,competitive,normal,0.0,25.810000000000002,0.1353576672959933,183.76,234.56,212.98000000000002,21.20441620669305,3.509999999999991,0.016480420696778995,50.80000000000001,2.0
2023-01-07,FR,Ryanair,183.76,0.2,5,True,False,1.2,0.0,competitive,normal,0.0,48.00999999999999,0.35366482504604035,183.76,234.56,212.98000000000002,21.20441620669305,-29.220000000000027,-0.13719598084327178,50.80000000000001,1.0
2023-01-07,VS,Virgin Atlantic,217.11,0.25,5,True,False,1.2,0.0,competitive,normal,0.0,39.370000000000005,0.22150331945538437,183.76,234.56,212.98000000000002,21.20441620669305,4.1299999999999955,0.019391492158888135,50.80000000000001,3.0
2023-01-08,BA,British Airways,233.99,0.35,6,True,False,1.2,0.0,competitive,normal,0.0,-0.5699999999999932,-0.0024300818553887327,198.52,233.99,216.8925,14.947587040500338,17.097499999999997,0.07882937399863986,35.47,4.0
2023-01-08,EI,Aer Lingus,221.98,0.2,6,True,False,1.2,0.0,competitive,normal,0.0,5.489999999999981,0.025359138990253438,198.52,233.99,216.8925,14.947587040500338,5.087499999999977,0.023456320527450128,35.47,3.0
2023-01-08,FR,Ryanair,198.52,0.2,6,True,False,1.2,0.0,competitive,normal,0.0,14.76000000000002,0.08032215933826747,198.52,233.99,216.8925,14.947587040500338,-18.372500000000002,-0.0847078621897945,35.47,1.0
2023-01-08,VS,Virgin Atlantic,213.08,0.25,6,True,False,1.2,0.0,competitive,normal,0.0,-4.030000000000001,-0.01856201925291323,198.52,233.99,216.8925,14.947587040500338,-3.8125,-0.01757783233629563,35.47,2.0
2023-01-09,BA,British Airways,199.87,0.35,0,False,False,1.0,0.0,competitive,normal,0.0,-34.120000000000005,-0.14581819735886148,137.79,199.87,176.3275,29.250762240780443,23.542500000000018,0.13351575902794527,62.08000000000001,4.0
2023-01-09,EI,Aer Lingus,198.23,0.2,0,False,False,1.0,0.0,competitive,normal,0.0,-23.75,-0.10699162086674474,137.79,199.87,176.3275,29.250762240780443,21.902500000000003,0.12421488423530082,62.08000000000001,3.0
2023-01-09,FR,Ryanair,137.79,0.2,0,False,False,1.0,0.0,competitive,normal,0.0,-60.73000000000002,-0.30591376183759833,137.79,199.87,176.3275,29.250762240780443,-38.537499999999994,-0.218556379464349,62.08000000000001,1.0
2023-01-09,VS,Virgin Atlantic,169.42,0.25,0,False,False,1.0,0.0,competitive,normal,0.0,-43.660000000000025,-0.20489956823728184,137.79,199.87,176.3275,29.250762240780443,-6.907499999999999,-0.039174263798896936,62.08000000000001,2.0
2023-01-10,BA,British Airways,202.09,0.35,1,False,False,1.0,0.0,competitive,normal,0.0,2.219999999999999,0.011107219692800374,151.97,202.09,172.79500000000002,22.06746700462018,29.294999999999987,0.16953615556005663,50.120000000000005,4.0
2023-01-10,EI,Aer Lingus,176.72,0.2,1,False,False,1.0,0.0,competitive,normal,0.0,-21.50999999999999,-0.10851031629924834,151.97,202.09,172.79500000000002,22.06746700462018,3.924999999999983,0.022714777626667338,50.120000000000005,3.0
2023-01-10,FR,Ryanair,151.97,0.2,1,False,False,1.0,0.0,competitive,normal,0.0,14.180000000000007,0.10291022570578412,151.97,202.09,172.79500000000002,22.06746700462018,-20.825000000000017,-0.1205185335223821,50.120000000000005,1.0
2023-01-10,VS,Virgin Atlantic,160.4,0.25,1,False,False,1.0,0.0,competitive,normal,0.0,-9.019999999999982,-0.05324046747727529,151.97,202.09,172.79500000000002,22.06746700462018,-12.39500000000001,-0.0717323996643422,50.120000000000005,2.0
2023-01-11,BA,British Airways,207.38,0.35,2,False,False,1.0,0.0,competitive,normal,0.0,5.289999999999992,0.026176456034439965,146.99,207.38,181.23000000000002,25.26092239012662,26.149999999999977,0.14429178392098424,60.389999999999986,4.0
2023-01-11,EI,Aer Lingus,188.84,0.2,2,False,False,1.0,0.0,competitive,normal,0.0,12.120000000000005,0.06858306926210966,146.99,207.38,181.23000000000002,25.26092239012662,7.609999999999985,0.04199084036859231,60.389999999999986,3.0
2023-01-11,FR,Ryanair,146.99,0.2,2,False,False,1.0,0.0,competitive,normal,0.0,-4.97999999999999,-0.032769625583996764,146.99,207.38,181.23000000000002,25.26092239012662,-34.24000000000001,-0.18893119240743808,60.389999999999986,1.0
2023-01-11,VS,Virgin Atlantic,181.71,0.25,2,False,False,1.0,0.0,competitive,normal,0.0,21.310000000000002,0.13285536159600997,146.99,207.38,181.23000000000002,25.26092239012662,0.47999999999998977,0.0026485681178612247,60.389999999999986,2.0
2023-01-12,BA,British Airways,185.21,0.35,3,False,False,1.0,0.0,competitive,normal,0.0,-22.169999999999987,-0.10690519818690325,160.57,185.39,175.9925,11.850750679457688,9.217500000000001,0.05237439095415998,24.819999999999993,3.0
2023-01-12,EI,Aer Lingus,185.39,0.2,3,False,False,1.0,0.0,competitive,normal,0.0,-3.450000000000017,-0.01826943444185558,160.57,185.39,175.9925,11.850750679457688,9.39749999999998,0.05339716181087251,24.819999999999993,4.0
2023-01-12,FR,Ryanair,160.57,0.2,3,False,False,1.0,0.0,competitive,normal,0.0,13.579999999999984,0.09238723722702202,160.57,185.39,175.9925,11.850750679457688,-15.422500000000014,-0.08763157520917092,24.819999999999993,1.0
2023-01-12,VS,Virgin Atlantic,172.8,0.25,3,False,False,1.0,0.0,competitive,normal,0.0,-8.909999999999997,-0.04903417533432386,160.57,185.39,175.9925,11.850750679457688,-3.1924999999999955,-0.01813997755586173,24.819999999999993,2.0
2023-01-13,BA,British Airways,203.44,0.35,4,False,False,1.0,0.0,competitive,normal,0.0,18.22999999999999,0.09842881053938757,146.15,203.44,176.3,26.62461642916194,27.139999999999986,0.15394214407260343,57.28999999999999,4.0
2023-01-13,EI,Aer Lingus,193.24,0.2,4,False,False,1.0,0.0,competitive,normal,0.0,7.850000000000023,0.042343168455688085,146.15,203.44,176.3,26.62461642916194,16.939999999999998,0.09608621667612023,57.28999999999999,3.0
2023-01-13,FR,Ryanair,146.15,0.2,4,False,False,1.0,0.0,competitive,normal,0.0,-14.419999999999987,-0.08980506944011946,146.15,203.44,176.3,26.62461642916194,-30.150000000000006,-0.17101531480431084,57.28999999999999,1.0
2023-01-13,VS,Virgin Atlantic,162.37,0.25,4,False,False,1.0,0.0,competitive,normal,0.0,-10.430000000000007,-0.06035879629629637,146.15,203.44,176.3,26.62461642916194,-13.930000000000007,-0.07901304594441297,57.28999999999999,2.0
2023-01-14,BA,British Airways,233.23,0.35,5,True,False,1.2,0.0,competitive,normal,0.0,29.789999999999992,0.14643138025953584,189.31,238.31,220.7425,22.018585142253496,12.487499999999983,0.05657043840674081,49.0,3.0
2023-01-14,EI,Aer Lingus,238.31,0.2,5,True,False,1.2,0.0,competitive,normal,0.0,45.06999999999999,0.2332332850341543,189.31,238.31,220.7425,22.018585142253496,17.567499999999995,0.07958367781464827,49.0,4.0
2023-01-14,FR,Ryanair,189.31,0.2,5,True,False,1.2,0.0,competitive,normal,0.0,43.16,0.29531303455354085,189.31,238.31,220.7425,22.018585142253496,-31.432500000000005,-0.14239441883642706,49.0,1.0
2023-01-14,VS,Virgin Atlantic,222.12,0.25,5,True,False,1.2,0.0,competitive,normal,0.0,59.75,0.3679866970499477,189.31,238.31,220.7425,22.018585142253496,1.3774999999999977,0.006240302615037873,49.0,2.0
2023-01-15,BA,British Airways,229.95,0.35,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-3.280000000000001,-0.01406337092140808,214.67,229.95,220.89749999999998,6.518718560167076,9.052500000000009,0.040980545275523764,15.280000000000001,4.0
2023-01-15,EI,Aer Lingus,220.66,0.2,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-17.650000000000006,-0.07406319499811176,214.67,229.95,220.89749999999998,6.518718560167076,-0.23749999999998295,-0.0010751592933373306,15.280000000000001,3.0
2023-01-15,FR,Ryanair,214.67,0.2,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,25.359999999999985,0.13396017114785264,214.67,229.95,220.89749999999998,6.518718560167076,-6.227499999999992,-0.02819180841793136,15.280000000000001,1.0
2023-01-15,VS,Virgin Atlantic,218.31,0.25,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-3.8100000000000023,-0.017152890329551584,214.67,229.95,220.89749999999998,6.518718560167076,-2.5874999999999773,-0.011713577564254812,15.280000000000001,2.0
2023-01-16,BA,British Airways,192.31,0.35,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-37.639999999999986,-0.16368775820830606,179.81,192.31,185.4525,5.153072707941679,6.857500000000016,0.0369771235221958,12.5,4.0
2023-01-16,EI,Aer Lingus,185.02,0.2,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-35.639999999999986,-0.1615154536390827,179.81,192.31,185.4525,5.153072707941679,-0.4324999999999761,-0.002332133565198507,12.5,3.0
2023-01-16,FR,Ryanair,179.81,0.2,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-34.859999999999985,-0.16238878278287594,179.81,192.31,185.4525,5.153072707941679,-5.642499999999984,-0.03042558067429657,12.5,1.0
2023-01-16,VS,Virgin Atlantic,184.67,0.25,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-33.640000000000015,-0.15409280381109436,179.81,192.31,185.4525,5.153072707941679,-0.7824999999999989,-0.004219409282700416,12.5,2.0
2023-01-17,BA,British Airways,205.0,0.35,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,12.689999999999998,0.06598720815350223,192.67,205.0,197.76,5.190472040190569,7.240000000000009,0.0366100323624596,12.330000000000013,4.0
2023-01-17,EI,Aer Lingus,196.99,0.2,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,11.969999999999999,0.06469570857204632,192.67,205.0,197.76,5.190472040190569,-0.7699999999999818,-0.0038936084142393904,12.330000000000013,3.0
2023-01-17,FR,Ryanair,192.67,0.2,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,12.859999999999985,0.07151993771202925,192.67,205.0,197.76,5.190472040190569,-5.090000000000003,-0.025738268608414258,12.330000000000013,1.0
2023-01-17,VS,Virgin Atlantic,196.38,0.25,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,11.710000000000008,0.06341040775437268,192.67,205.0,197.76,5.190472040190569,-1.3799999999999955,-0.006978155339805802,12.330000000000013,2.0
2023-01-18,BA,British Airways,202.66,0.35,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-2.3400000000000034,-0.011414634146341474,186.68,202.66,193.5225,6.722332804416427,9.137499999999989,0.04721673190455884,15.97999999999999,4.0
2023-01-18,EI,Aer Lingus,193.52,0.2,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-3.469999999999999,-0.017615107365856142,186.68,202.66,193.5225,6.722332804416427,-0.0024999999999977263,-1.2918394501919551e-05,15.97999999999999,3.0
2023-01-18,FR,Ryanair,186.68,0.2,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-5.989999999999981,-0.031089427518554924,186.68,202.66,193.5225,6.722332804416427,-6.842500000000001,-0.035357645751785974,15.97999999999999,1.0
2023-01-18,VS,Virgin Atlantic,191.23,0.25,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-5.150000000000006,-0.02622466646297994,186.68,202.66,193.5225,6.722332804416427,-2.292500000000018,-0.011846167758271096,15.97999999999999,2.0
2023-01-19,BA,British Airways,198.5,0.35,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-4.159999999999997,-0.020526991019441443,182.38,198.5,189.2825,6.893099810680251,9.217500000000001,0.0486970533461889,16.120000000000005,4.0
2023-01-19,EI,Aer Lingus,186.22,0.2,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-7.300000000000011,-0.03772219925589093,182.38,198.5,189.2825,6.893099810680251,-3.0625,-0.01617952002958541,16.120000000000005,2.0
2023-01-19,FR,Ryanair,182.38,0.2,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-4.300000000000011,-0.023034068995071877,182.38,198.5,189.2825,6.893099810680251,-6.902500000000003,-0.03646665698096762,16.120000000000005,1.0
2023-01-19,VS,Virgin Atlantic,190.03,0.25,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-1.1999999999999886,-0.0062751660304345425,182.38,198.5,189.2825,6.893099810680251,0.7475000000000023,0.003949123664364124,16.120000000000005,3.0
2023-01-20,BA,British Airways,199.04,0.35,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,0.539999999999992,0.0027204030226699594,183.38,199.04,190.12,6.575281996487546,8.919999999999987,0.046917736166631537,15.659999999999997,4.0
2023-01-20,EI,Aer Lingus,190.11,0.2,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,3.890000000000015,0.020889270755021005,183.38,199.04,190.12,6.575281996487546,-0.009999999999990905,-5.259835893115351e-05,15.659999999999997,3.0
2023-01-20,FR,Ryanair,183.38,0.2,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,1.0,0.005483057352779985,183.38,199.04,190.12,6.575281996487546,-6.740000000000009,-0.035451293919629756,15.659999999999997,1.0
2023-01-20,VS,Virgin Atlantic,187.95,0.25,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-2.0800000000000125,-0.010945640162079773,183.38,199.04,190.12,6.575281996487546,-2.170000000000016,-0.011413843888070775,15.659999999999997,2.0
2023-01-21,BA,British Airways,235.44,0.35,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,36.400000000000006,0.18287781350482324,216.67,235.44,226.2475,8.1476678667375,9.192499999999995,0.04063028320754923,18.77000000000001,4.0
2023-01-21,EI,Aer Lingus,229.82,0.2,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,39.70999999999998,0.20887907001209816,216.67,235.44,226.2475,8.1476678667375,3.572499999999991,0.015790229726295277,18.77000000000001,3.0
2023-01-21,FR,Ryanair,216.67,0.2,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,33.28999999999999,0.1815356091176792,216.67,235.44,226.2475,8.1476678667375,-9.577500000000015,-0.04233195946916547,18.77000000000001,1.0
2023-01-21,VS,Virgin Atlantic,223.06,0.25,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,35.110000000000014,0.186805001330141,216.67,235.44,226.2475,8.1476678667375,-3.1875,-0.014088553464679167,18.77000000000001,2.0
2023-01-22,BA,British Airways,228.03,0.35,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-7.409999999999997,-0.03147298674821608,214.0,228.03,222.2725,5.990934123045136,5.757499999999993,0.025902889471257098,14.030000000000001,4.0
2023-01-22,EI,Aer Lingus,224.74,0.2,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-5.079999999999984,-0.022104255504307613,214.0,228.03,222.2725,5.990934123045136,2.467500000000001,0.011101238344824488,14.030000000000001,3.0
2023-01-22,FR,Ryanair,214.0,0.2,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-2.6699999999999875,-0.01232288734019471,214.0,228.03,222.2725,5.990934123045136,-8.272500000000008,-0.03721782946608333,14.030000000000001,1.0
2023-01-22,VS,Virgin Atlantic,222.32,0.25,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,-0.7400000000000091,-0.0033174930511969958,214.0,228.03,222.2725,5.990934123045136,0.04749999999998522,0.00021370165000162062,14.030000000000001,2.0
2023-01-23,BA,British Airways,194.02,0.35,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-34.00999999999999,-0.14914704205586982,181.34,194.02,187.3925,5.213887704966422,6.627499999999998,0.03536694371439624,12.680000000000007,4.0
2023-01-23,EI,Aer Lingus,186.46,0.2,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-38.28,-0.17033015929518558,181.34,194.02,187.3925,5.213887704966422,-0.9325000000000045,-0.004976186346838878,12.680000000000007,2.0
2023-01-23,FR,Ryanair,181.34,0.2,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-32.66,-0.15261682242990648,181.34,194.02,187.3925,5.213887704966422,-6.052500000000009,-0.03229851781688173,12.680000000000007,1.0
2023-01-23,VS,Virgin Atlantic,187.75,0.25,0,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-34.56999999999999,-0.15549658150413814,181.34,194.02,187.3925,5.213887704966422,0.3574999999999875,0.0019077604493242125,12.680000000000007,3.0
2023-01-24,BA,British Airways,193.38,0.35,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-0.6400000000000148,-0.0032986290073189206,176.94,193.38,184.62,6.797940864703069,8.759999999999991,0.04744881377965546,16.439999999999998,4.0
2023-01-24,EI,Aer Lingus,185.16,0.2,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-1.3000000000000114,-0.0069720047195109824,176.94,193.38,184.62,6.797940864703069,0.539999999999992,0.002924926876828036,16.439999999999998,3.0
2023-01-24,FR,Ryanair,176.94,0.2,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-4.400000000000006,-0.024263813830373904,176.94,193.38,184.62,6.797940864703069,-7.680000000000007,-0.04159896002599939,16.439999999999998,1.0
2023-01-24,VS,Virgin Atlantic,183.0,0.25,1,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-4.75,-0.025299600532623145,176.94,193.38,184.62,6.797940864703069,-1.6200000000000045,-0.008774780630484263,16.439999999999998,2.0
2023-01-25,BA,British Airways,201.68,0.35,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,8.300000000000011,0.04292067431999169,184.57,201.68,192.265,7.057971852215532,9.41500000000002,0.04896887108938195,17.110000000000014,4.0
2023-01-25,EI,Aer Lingus,191.64,0.2,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,6.47999999999999,0.03499675955929993,184.57,201.68,192.265,7.057971852215532,-0.625,-0.0032507216602085665,17.110000000000014,3.0
2023-01-25,FR,Ryanair,184.57,0.2,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,7.6299999999999955,0.04312196224708931,184.57,201.68,192.265,7.057971852215532,-7.694999999999993,-0.04002288508048783,17.110000000000014,1.0
2023-01-25,VS,Virgin Atlantic,191.17,0.25,2,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,8.169999999999987,0.04464480874316923,184.57,201.68,192.265,7.057971852215532,-1.0949999999999989,-0.005695264348685403,17.110000000000014,2.0
2023-01-26,BA,British Airways,185.1,0.35,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-16.580000000000013,-0.08220944069813574,170.94,185.1,177.9175,5.782043323946993,7.1825000000000045,0.04036983433332868,14.159999999999997,4.0
2023-01-26,EI,Aer Lingus,177.79,0.2,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-13.849999999999994,-0.07227092465038609,170.94,185.1,177.9175,5.782043323946993,-0.12749999999999773,-0.000716624278106413,14.159999999999997,2.0
2023-01-26,FR,Ryanair,170.94,0.2,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-13.629999999999995,-0.07384732079969658,170.94,185.1,177.9175,5.782043323946993,-6.977499999999992,-0.039217614905784945,14.159999999999997,1.0
2023-01-26,VS,Virgin Atlantic,177.84,0.25,3,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,-13.329999999999984,-0.06972851388816226,170.94,185.1,177.9175,5.782043323946993,-0.07749999999998636,-0.0004355951494371625,14.159999999999997,3.0
2023-01-27,BA,British Airways,197.5,0.35,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,12.400000000000006,0.06699081577525656,180.83,197.5,189.98250000000002,7.264568695616645,7.517499999999984,0.03956943402681817,16.669999999999987,4.0
2023-01-27,EI,Aer Lingus,193.69,0.2,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,15.900000000000006,0.08943135159457793,180.83,197.5,189.98250000000002,7.264568695616645,3.707499999999982,0.019514955324832453,16.669999999999987,3.0
2023-01-27,FR,Ryanair,180.83,0.2,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,9.890000000000015,0.057856557856557966,180.83,197.5,189.98250000000002,7.264568695616645,-9.152500000000003,-0.04817548984774915,16.669999999999987,1.0
2023-01-27,VS,Virgin Atlantic,187.91,0.25,4,False,False,1.0,0.8,Post-holiday coordination,normal,0.0,10.069999999999993,0.056623931623931645,180.83,197.5,189.98250000000002,7.264568695616645,-2.0725000000000193,-0.010908899503901776,16.669999999999987,2.0
2023-01-28,BA,British Airways,238.49,0.35,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,40.99000000000001,0.20754430379746847,222.32,238.49,228.26999999999998,7.1572760181510535,10.220000000000027,0.04477154247163459,16.170000000000016,4.0
2023-01-28,EI,Aer Lingus,224.6,0.2,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,30.909999999999997,0.1595849037121173,222.32,238.49,228.26999999999998,7.1572760181510535,-3.6699999999999875,-0.016077452140009583,16.170000000000016,2.0
2023-01-28,FR,Ryanair,222.32,0.2,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,41.48999999999998,0.2294420173643752,222.32,238.49,228.26999999999998,7.1572760181510535,-5.949999999999989,-0.02606562404170495,16.170000000000016,1.0
2023-01-28,VS,Virgin Atlantic,227.67,0.25,5,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,39.75999999999999,0.21159065510084618,222.32,238.49,228.26999999999998,7.1572760181510535,-0.5999999999999943,-0.0026284662899198072,16.170000000000016,3.0
2023-01-29,BA,British Airways,239.82,0.35,6,True,False,1.2,0.8,Post-holiday coordination,normal,0.0,1.329999999999984,0.005576753742295271,220.71,239.82,230.6725,7.958883401583409,9.14749999999998,0.039655789051577364,19.109999999999985,4.0
