timestamp,exchange,symbol,bid_price,ask_price,bid_volume,ask_volume,spread,mid_price,coordination_strength
2025-09-07 19:25:18.301626,binance,BTC/USD,49910.02,49915.98,78.73,111.09,1.19,49913.0,0.1
2025-09-07 19:26:18.301626,binance,BTC/USD,49878.9,49885.9,174.96,176.01,1.4,49882.4,0.1
2025-09-07 19:27:18.301626,binance,BTC/USD,49899.37,49903.96,585.82,460.71,0.92,49901.66,0.1
2025-09-07 19:28:18.301626,binance,BTC/USD,49921.32,49930.56,1610.13,1568.06,1.85,49925.94,0.1
2025-09-07 19:29:18.301626,binance,BTC/USD,49948.32,49953.17,998.22,1011.36,0.97,49950.74,0.1
2025-09-07 19:30:18.301626,binance,BTC/USD,49985.31,49990.79,453.65,433.91,1.1,49988.05,0.1
2025-09-07 19:31:18.301626,binance,BTC/USD,50074.12,50082.74,543.07,632.16,1.72,50078.43,0.1
2025-09-07 19:32:18.301626,binance,BTC/USD,50004.84,50014.55,48.04,61.49,1.94,50009.7,0.1
2025-09-07 19:33:18.301626,binance,BTC/USD,50023.27,50031.15,17.91,16.43,1.57,50027.21,0.1
2025-09-07 19:34:18.301626,binance,BTC/USD,50010.56,50019.63,412.54,429.44,1.81,50015.1,0.1
2025-09-07 19:35:18.301626,binance,BTC/USD,50034.39,50043.28,171.34,127.07,1.78,50038.84,0.1
2025-09-07 19:36:18.301626,binance,BTC/USD,50083.43,50086.06,628.68,531.36,0.53,50084.74,0.1
2025-09-07 19:37:18.301626,binance,BTC/USD,50008.2,50012.86,1468.23,1357.19,0.93,50010.53,0.1
2025-09-07 19:38:18.301626,binance,BTC/USD,49952.69,49959.04,671.79,894.57,1.27,49955.87,0.1
2025-09-07 19:39:18.301626,binance,BTC/USD,49920.4,49926.18,902.01,845.08,1.16,49923.29,0.1
2025-09-07 19:40:18.301626,binance,BTC/USD,49994.39,50002.8,379.01,452.65,1.68,49998.6,0.1
2025-09-07 19:41:18.301626,binance,BTC/USD,49945.46,49950.62,1291.77,1391.6,1.03,49948.04,0.1
2025-09-07 19:42:18.301626,binance,BTC/USD,49971.76,49978.7,466.09,491.7,1.39,49975.23,0.1
2025-09-07 19:43:18.301626,binance,BTC/USD,49927.66,49935.03,136.81,149.16,1.47,49931.35,0.1
2025-09-07 19:44:18.301626,binance,BTC/USD,49980.77,49986.59,195.64,228.08,1.16,49983.68,0.1
2025-09-07 19:45:18.301626,binance,BTC/USD,49960.29,49966.04,577.28,641.27,1.15,49963.17,0.1
2025-09-07 19:46:18.301626,binance,BTC/USD,49939.37,49942.32,1224.2,1032.55,0.59,49940.84,0.1
2025-09-07 19:47:18.301626,binance,BTC/USD,49999.84,50003.55,449.73,422.3,0.74,50001.7,0.1
2025-09-07 19:48:18.301626,binance,BTC/USD,49977.39,49981.37,828.03,1079.43,0.8,49979.38,0.1
2025-09-07 19:49:18.301626,binance,BTC/USD,49999.6,50007.62,824.86,603.76,1.6,50003.61,0.1
2025-09-07 19:50:18.301626,binance,BTC/USD,50051.86,50056.32,713.41,589.02,0.89,50054.09,0.1
2025-09-07 19:51:18.301626,binance,BTC/USD,50098.15,50107.8,401.88,357.91,1.93,50102.98,0.1
2025-09-07 19:52:18.301626,binance,BTC/USD,50136.93,50142.6,377.91,425.33,1.13,50139.77,0.1
2025-09-07 19:53:18.301626,binance,BTC/USD,50209.27,50218.58,244.15,318.29,1.85,50213.92,0.1
2025-09-07 19:54:18.301626,binance,BTC/USD,50218.29,50224.98,1430.24,1474.75,1.33,50221.64,0.1
2025-09-07 19:55:18.301626,binance,BTC/USD,50099.29,50104.38,1487.25,1763.73,1.02,50101.83,0.1
2025-09-07 19:56:18.301626,binance,BTC/USD,50101.5,50109.4,921.71,833.49,1.58,50105.45,0.1
2025-09-07 19:57:18.301626,binance,BTC/USD,50129.81,50137.39,476.66,399.75,1.51,50133.6,0.1
2025-09-07 19:58:18.301626,binance,BTC/USD,50099.75,50103.22,682.76,651.08,0.69,50101.49,0.1
2025-09-07 19:59:18.301626,binance,BTC/USD,50197.13,50200.46,771.98,609.78,0.67,50198.79,0.1
2025-09-07 20:00:18.301626,binance,BTC/USD,50203.92,50209.73,195.67,166.24,1.16,50206.82,0.1
2025-09-07 20:01:18.301626,binance,BTC/USD,50226.47,50233.11,1854.11,1905.78,1.32,50229.79,0.1
2025-09-07 20:02:18.301626,binance,BTC/USD,50280.01,50286.68,181.85,155.14,1.33,50283.35,0.1
2025-09-07 20:03:18.301626,binance,BTC/USD,50320.67,50330.64,1813.85,2138.07,1.98,50325.65,0.1
2025-09-07 20:04:18.301626,binance,BTC/USD,50326.9,50333.08,246.49,216.55,1.23,50329.99,0.1
2025-09-07 20:05:18.301626,binance,BTC/USD,50274.19,50281.64,515.17,423.16,1.48,50277.91,0.1
2025-09-07 20:06:18.301626,binance,BTC/USD,50280.72,50288.54,178.32,185.2,1.56,50284.63,0.1
2025-09-07 20:07:18.301626,binance,BTC/USD,50308.24,50317.14,996.38,893.47,1.77,50312.69,0.1
2025-09-07 20:08:18.301626,binance,BTC/USD,50369.58,50374.12,1767.47,1511.1,0.9,50371.85,0.1
2025-09-07 20:09:18.301626,binance,BTC/USD,50398.27,50405.41,2790.0,2019.02,1.42,50401.84,0.1
2025-09-07 20:10:18.301626,binance,BTC/USD,50429.62,50432.15,1152.31,1070.29,0.5,50430.89,0.1
2025-09-07 20:11:18.301626,binance,BTC/USD,50321.01,50329.93,1374.16,1249.03,1.77,50325.47,0.1
2025-09-07 20:12:18.301626,binance,BTC/USD,50268.04,50273.41,1302.79,1134.41,1.07,50270.73,0.1
2025-09-07 20:13:18.301626,binance,BTC/USD,50223.67,50232.48,3006.99,2292.86,1.76,50228.08,0.1
2025-09-07 20:14:18.301626,binance,BTC/USD,50252.86,50259.3,463.0,548.87,1.28,50256.08,0.1
2025-09-07 20:15:18.301626,binance,BTC/USD,50210.56,50218.79,878.23,848.18,1.64,50214.68,0.1
2025-09-07 20:16:18.301626,binance,BTC/USD,50225.63,50234.29,159.44,200.58,1.72,50229.96,0.1
2025-09-07 20:17:18.301626,binance,BTC/USD,50217.01,50226.84,204.05,156.15,1.96,50221.92,0.1
2025-09-07 20:18:18.301626,binance,BTC/USD,50109.96,50118.93,181.46,171.52,1.79,50114.44,0.1
2025-09-07 20:19:18.301626,binance,BTC/USD,50093.23,50101.98,3898.55,3582.45,1.75,50097.61,0.1
2025-09-07 20:20:18.301626,binance,BTC/USD,50167.18,50175.01,218.97,215.04,1.56,50171.09,0.1
2025-09-07 20:21:18.301626,binance,BTC/USD,50173.32,50179.25,179.12,183.97,1.18,50176.29,0.1
2025-09-07 20:22:18.301626,binance,BTC/USD,50205.36,50212.5,2386.71,2784.34,1.42,50208.93,0.1
2025-09-07 20:23:18.301626,binance,BTC/USD,50281.42,50288.67,1745.99,2024.48,1.44,50285.04,0.1
2025-09-07 20:24:18.301626,binance,BTC/USD,50298.68,50302.98,355.4,291.2,0.85,50300.83,0.1
2025-09-07 20:25:18.301626,binance,BTC/USD,50373.58,50377.46,446.35,528.19,0.77,50375.52,0.1
2025-09-07 20:26:18.301626,binance,BTC/USD,50370.72,50375.25,2550.64,2377.95,0.9,50372.99,0.1
2025-09-07 20:27:18.301626,binance,BTC/USD,50378.82,50384.28,1256.45,1305.28,1.08,50381.55,0.1
2025-09-07 20:28:18.301626,binance,BTC/USD,50361.7,50367.92,739.03,789.22,1.24,50364.81,0.1
2025-09-07 20:29:18.301626,binance,BTC/USD,50338.14,50344.75,1239.77,1069.52,1.31,50341.44,0.1
2025-09-07 20:30:18.301626,binance,BTC/USD,50359.13,50366.28,555.16,454.05,1.42,50362.7,0.1
2025-09-07 20:31:18.301626,binance,BTC/USD,50385.85,50394.49,1879.26,2196.79,1.72,50390.17,0.1
2025-09-07 20:32:18.301626,binance,BTC/USD,50418.35,50422.27,51.0,53.45,0.78,50420.31,0.1
2025-09-07 20:33:18.301626,binance,BTC/USD,50436.37,50443.71,1374.02,1493.54,1.46,50440.04,0.1
2025-09-07 20:34:18.301626,binance,BTC/USD,50456.4,50461.78,1223.6,961.7,1.07,50459.09,0.1
2025-09-07 20:35:18.301626,binance,BTC/USD,50407.68,50411.87,1183.96,1193.52,0.83,50409.78,0.1
2025-09-07 20:36:18.301626,binance,BTC/USD,50384.3,50391.49,945.88,988.42,1.43,50387.89,0.1
2025-09-07 20:37:18.301626,binance,BTC/USD,50379.88,50383.3,2379.2,2836.56,0.68,50381.59,0.1
2025-09-07 20:38:18.301626,binance,BTC/USD,50374.38,50384.11,648.45,831.97,1.93,50379.24,0.1
2025-09-07 20:39:18.301626,binance,BTC/USD,50390.93,50399.78,1482.18,1608.01,1.75,50395.36,0.1
2025-09-07 20:40:18.301626,binance,BTC/USD,50400.87,50408.17,61.34,56.52,1.45,50404.52,0.1
2025-09-07 20:41:18.301626,binance,BTC/USD,50523.9,50527.12,95.42,77.48,0.64,50525.51,0.1
2025-09-07 20:42:18.301626,binance,BTC/USD,50515.83,50522.71,418.1,353.79,1.36,50519.27,0.1
2025-09-07 20:43:18.301626,binance,BTC/USD,50515.76,50518.99,376.21,412.66,0.64,50517.37,0.1
2025-09-07 20:44:18.301626,binance,BTC/USD,52106.3,52111.21,2760.93,2278.86,0.94,50591.02,0.3
2025-09-07 20:45:18.301626,binance,BTC/USD,52048.68,52055.45,803.22,874.37,1.3,50535.99,0.3
2025-09-07 20:46:18.301626,binance,BTC/USD,52098.62,52103.47,1818.67,2105.97,0.93,50583.54,0.3
2025-09-07 20:47:18.301626,binance,BTC/USD,52041.81,52050.14,133.2,150.68,1.6,50530.07,0.3
2025-09-07 20:48:18.301626,binance,BTC/USD,52004.76,52013.42,675.81,649.3,1.67,50494.26,0.3
2025-09-07 20:49:18.301626,binance,BTC/USD,52031.15,52037.14,1621.83,1983.83,1.15,50518.59,0.3
2025-09-07 20:50:18.301626,binance,BTC/USD,51958.16,51962.94,906.17,862.65,0.92,50447.13,0.3
2025-09-07 20:51:18.301626,binance,BTC/USD,51946.75,51954.29,1297.78,1187.57,1.45,50437.4,0.3
2025-09-07 20:52:18.301626,binance,BTC/USD,51982.09,51989.41,1201.13,1435.99,1.41,50471.6,0.3
2025-09-07 20:53:18.301626,binance,BTC/USD,51931.12,51934.14,689.15,796.82,0.58,50420.03,0.3
2025-09-07 20:54:18.301626,binance,BTC/USD,51852.08,51859.6,364.36,372.0,1.45,50345.47,0.3
2025-09-07 20:55:18.301626,binance,BTC/USD,51798.13,51806.52,1370.36,1231.44,1.62,50293.52,0.3
2025-09-07 20:56:18.301626,binance,BTC/USD,51904.71,51907.79,1007.93,835.15,0.59,50394.42,0.3
2025-09-07 20:57:18.301626,binance,BTC/USD,51923.08,51930.47,3567.84,3508.85,1.42,50414.35,0.3
2025-09-07 20:58:18.301626,binance,BTC/USD,51964.91,51971.48,2635.58,3473.38,1.26,50454.56,0.3
2025-09-07 20:59:18.301626,binance,BTC/USD,51958.32,51961.72,168.47,144.84,0.65,50446.62,0.3
2025-09-07 21:00:18.301626,binance,BTC/USD,51883.21,51891.83,1161.58,870.03,1.66,50376.23,0.3
2025-09-07 21:01:18.301626,binance,BTC/USD,51832.09,51842.44,757.44,547.04,2.0,50327.44,0.3
2025-09-07 21:02:18.301626,binance,BTC/USD,51797.16,51807.38,130.55,142.32,1.97,50293.47,0.3
2025-09-07 21:03:18.301626,binance,BTC/USD,51787.88,51795.84,10.48,12.35,1.54,50283.36,0.3
2025-09-07 21:04:18.301626,binance,BTC/USD,50231.56,50240.96,938.14,916.65,1.87,50236.26,0.1
2025-09-07 21:05:18.301626,binance,BTC/USD,50228.22,50234.67,1274.74,926.57,1.29,50231.44,0.1
2025-09-07 21:06:18.301626,binance,BTC/USD,50191.85,50201.06,1444.21,1291.79,1.84,50196.46,0.1
2025-09-07 21:07:18.301626,binance,BTC/USD,50187.97,50192.94,422.72,419.45,0.99,50190.45,0.1
2025-09-07 21:08:18.301626,binance,BTC/USD,50202.11,50210.37,1283.81,1604.39,1.65,50206.24,0.1
2025-09-07 21:09:18.301626,binance,BTC/USD,50212.25,50215.01,158.25,175.89,0.55,50213.63,0.1
2025-09-07 21:10:18.301626,binance,BTC/USD,50223.45,50232.49,871.19,805.16,1.8,50227.97,0.1
2025-09-07 21:11:18.301626,binance,BTC/USD,50206.27,50209.56,2425.07,2852.47,0.66,50207.92,0.1
2025-09-07 21:12:18.301626,binance,BTC/USD,50295.9,50304.86,2931.62,3898.11,1.78,50300.38,0.1
2025-09-07 21:13:18.301626,binance,BTC/USD,50354.98,50358.38,346.75,290.16,0.67,50356.68,0.1
2025-09-07 21:14:18.301626,binance,BTC/USD,50283.06,50290.96,2072.62,1848.5,1.57,50287.01,0.1
2025-09-07 21:15:18.301626,binance,BTC/USD,50347.68,50350.37,409.69,480.9,0.53,50349.02,0.1
2025-09-07 21:16:18.301626,binance,BTC/USD,50330.63,50336.73,2643.59,3139.42,1.21,50333.68,0.1
2025-09-07 21:17:18.301626,binance,BTC/USD,50300.47,50305.17,260.65,281.19,0.94,50302.82,0.1
2025-09-07 21:18:18.301626,binance,BTC/USD,50261.88,50271.65,158.06,163.35,1.94,50266.76,0.1
2025-09-07 21:19:18.301626,binance,BTC/USD,50165.99,50173.21,200.84,241.05,1.44,50169.6,0.1
2025-09-07 21:20:18.301626,binance,BTC/USD,50248.52,50256.56,124.16,90.44,1.6,50252.54,0.1
2025-09-07 21:21:18.301626,binance,BTC/USD,50346.83,50352.67,729.08,942.17,1.16,50349.75,0.1
2025-09-07 21:22:18.301626,binance,BTC/USD,50324.66,50333.76,3748.29,3191.94,1.81,50329.21,0.1
2025-09-07 21:23:18.301626,binance,BTC/USD,50364.87,50368.26,921.57,824.79,0.67,50366.57,0.1
2025-09-07 21:24:18.301626,binance,BTC/USD,50378.33,50387.93,716.16,630.27,1.9,50383.13,0.1
2025-09-07 21:25:18.301626,binance,BTC/USD,50302.54,50309.79,452.18,459.79,1.44,50306.16,0.1
2025-09-07 21:26:18.301626,binance,BTC/USD,50249.17,50253.19,1347.77,1500.4,0.8,50251.18,0.1
2025-09-07 21:27:18.301626,binance,BTC/USD,50251.96,50259.32,122.52,127.79,1.46,50255.64,0.1
2025-09-07 21:28:18.301626,binance,BTC/USD,50277.21,50283.8,204.57,183.22,1.31,50280.51,0.1
2025-09-07 21:29:18.301626,binance,BTC/USD,50260.4,50268.72,966.92,882.54,1.65,50264.56,0.1
2025-09-07 21:30:18.301626,binance,BTC/USD,50242.39,50251.73,381.42,426.3,1.86,50247.06,0.1
2025-09-07 21:31:18.301626,binance,BTC/USD,50272.7,50277.96,535.01,541.09,1.05,50275.33,0.1
2025-09-07 21:32:18.301626,binance,BTC/USD,50240.13,50249.99,1361.41,1439.47,1.96,50245.06,0.1
2025-09-07 21:33:18.301626,binance,BTC/USD,50232.31,50235.0,833.5,1078.29,0.54,50233.66,0.1
2025-09-07 21:34:18.301626,binance,BTC/USD,50216.38,50219.36,267.01,267.37,0.59,50217.87,0.1
2025-09-07 21:35:18.301626,binance,BTC/USD,50183.39,50190.31,950.5,1189.32,1.38,50186.85,0.1
2025-09-07 21:36:18.301626,binance,BTC/USD,50175.24,50184.82,1815.96,1791.7,1.91,50180.03,0.1
2025-09-07 21:37:18.301626,binance,BTC/USD,50122.3,50124.97,354.47,305.45,0.53,50123.63,0.1
2025-09-07 21:38:18.301626,binance,BTC/USD,50053.67,50063.41,1247.07,1626.47,1.95,50058.54,0.1
2025-09-07 21:39:18.301626,binance,BTC/USD,50012.79,50016.53,2215.15,1778.37,0.75,50014.66,0.1
2025-09-07 21:40:18.301626,binance,BTC/USD,50026.25,50028.77,859.98,864.09,0.5,50027.51,0.1
2025-09-07 21:41:18.301626,binance,BTC/USD,50052.94,50057.74,3895.0,2994.44,0.96,50055.34,0.1
2025-09-07 21:42:18.301626,binance,BTC/USD,50057.13,50062.69,589.41,815.85,1.11,50059.91,0.1
2025-09-07 21:43:18.301626,binance,BTC/USD,50090.53,50097.3,2182.76,1963.0,1.35,50093.91,0.1
2025-09-07 21:44:18.301626,binance,BTC/USD,50164.42,50170.3,943.17,850.28,1.17,50167.36,0.1
2025-09-07 21:45:18.301626,binance,BTC/USD,50163.04,50172.15,441.64,410.77,1.82,50167.6,0.1
2025-09-07 21:46:18.301626,binance,BTC/USD,50067.04,50076.19,1.72,1.94,1.83,50071.61,0.1
2025-09-07 21:47:18.301626,binance,BTC/USD,50077.32,50082.19,167.13,167.04,0.97,50079.75,0.1
2025-09-07 21:48:18.301626,binance,BTC/USD,50108.36,50116.56,813.28,843.71,1.64,50112.46,0.1
2025-09-07 21:49:18.301626,binance,BTC/USD,50046.71,50055.68,780.47,673.7,1.79,50051.19,0.1
2025-09-07 21:50:18.301626,binance,BTC/USD,50083.48,50088.81,833.25,1156.17,1.06,50086.14,0.1
2025-09-07 21:51:18.301626,binance,BTC/USD,50160.96,50165.7,199.6,176.41,0.95,50163.33,0.1
2025-09-07 21:52:18.301626,binance,BTC/USD,50194.61,50201.95,1000.61,890.82,1.46,50198.28,0.1
2025-09-07 21:53:18.301626,binance,BTC/USD,50164.33,50167.43,1953.35,2136.42,0.62,50165.88,0.1
2025-09-07 21:54:18.301626,binance,BTC/USD,50241.35,50248.75,487.76,512.28,1.47,50245.05,0.1
2025-09-07 21:55:18.301626,binance,BTC/USD,50236.83,50245.38,126.65,129.45,1.7,50241.11,0.1
2025-09-07 21:56:18.301626,binance,BTC/USD,50233.07,50240.44,382.18,336.65,1.47,50236.76,0.1
2025-09-07 21:57:18.301626,binance,BTC/USD,50189.44,50194.13,36.21,38.77,0.93,50191.79,0.1
2025-09-07 21:58:18.301626,binance,BTC/USD,50202.2,50207.99,236.31,251.94,1.15,50205.09,0.1
2025-09-07 21:59:18.301626,binance,BTC/USD,50201.21,50208.65,270.2,322.56,1.48,50204.93,0.1
2025-09-07 22:00:18.301626,binance,BTC/USD,50153.3,50157.04,331.71,359.21,0.75,50155.17,0.1
2025-09-07 22:01:18.301626,binance,BTC/USD,50219.75,50223.39,103.55,80.59,0.72,50221.57,0.1
2025-09-07 22:02:18.301626,binance,BTC/USD,50256.66,50260.98,315.34,290.95,0.86,50258.82,0.1
2025-09-07 22:03:18.301626,binance,BTC/USD,50347.49,50350.71,1643.42,2399.94,0.64,50349.1,0.1
2025-09-07 22:04:18.301626,binance,BTC/USD,50365.75,50373.85,822.01,602.32,1.61,50369.8,0.1
2025-09-07 22:05:18.301626,binance,BTC/USD,50338.96,50345.15,344.51,239.5,1.23,50342.06,0.1
2025-09-07 22:06:18.301626,binance,BTC/USD,50308.51,50311.84,844.05,782.22,0.66,50310.18,0.1
2025-09-07 22:07:18.301626,binance,BTC/USD,50251.34,50258.95,438.69,347.65,1.51,50255.15,0.1
2025-09-07 22:08:18.301626,binance,BTC/USD,50334.28,50341.21,1231.38,1213.79,1.38,50337.74,0.1
2025-09-07 22:09:18.301626,binance,BTC/USD,50360.59,50368.25,2594.62,3150.6,1.52,50364.42,0.1
2025-09-07 22:10:18.301626,binance,BTC/USD,50415.97,50419.95,3717.92,4712.54,0.79,50417.96,0.1
2025-09-07 22:11:18.301626,binance,BTC/USD,50411.73,50420.65,1143.03,1254.79,1.77,50416.19,0.1
2025-09-07 22:12:18.301626,binance,BTC/USD,50394.5,50399.52,206.99,224.32,1.0,50397.01,0.1
2025-09-07 22:13:18.301626,binance,BTC/USD,50415.38,50418.23,252.41,237.8,0.57,50416.8,0.1
2025-09-07 22:14:18.301626,binance,BTC/USD,50404.0,50413.44,391.03,341.52,1.87,50408.72,0.1
2025-09-07 22:15:18.301626,binance,BTC/USD,50368.61,50371.22,1735.32,1630.64,0.52,50369.91,0.1
2025-09-07 22:16:18.301626,binance,BTC/USD,50358.86,50366.83,146.19,148.15,1.58,50362.84,0.1
2025-09-07 22:17:18.301626,binance,BTC/USD,50300.14,50309.96,613.3,735.33,1.95,50305.05,0.1
2025-09-07 22:18:18.301626,binance,BTC/USD,50377.21,50384.71,1689.56,1973.99,1.49,50380.96,0.1
2025-09-07 22:19:18.301626,binance,BTC/USD,50414.2,50424.28,190.03,253.66,2.0,50419.24,0.1
2025-09-07 22:20:18.301626,binance,BTC/USD,50423.73,50427.08,393.63,417.76,0.66,50425.41,0.1
2025-09-07 22:21:18.301626,binance,BTC/USD,50509.26,50511.86,72.37,72.18,0.51,50510.56,0.1
2025-09-07 22:22:18.301626,binance,BTC/USD,50438.72,50445.61,632.81,620.64,1.37,50442.16,0.1
2025-09-07 22:23:18.301626,binance,BTC/USD,50445.59,50453.1,59.83,51.44,1.49,50449.35,0.1
2025-09-07 22:24:18.301626,binance,BTC/USD,51915.14,51924.64,537.4,372.42,1.83,50407.66,0.3
2025-09-07 22:25:18.301626,binance,BTC/USD,51899.5,51909.49,461.69,473.46,1.92,50392.72,0.3
2025-09-07 22:26:18.301626,binance,BTC/USD,51874.34,51878.94,371.96,347.2,0.89,50365.67,0.3
2025-09-07 22:27:18.301626,binance,BTC/USD,51767.64,51773.25,1171.6,890.15,1.08,50262.57,0.3
2025-09-07 22:28:18.301626,binance,BTC/USD,51851.22,51854.37,42.82,40.03,0.61,50342.52,0.3
2025-09-07 22:29:18.301626,binance,BTC/USD,51916.72,51921.04,40.66,36.59,0.83,50406.68,0.3
2025-09-07 22:30:18.301626,binance,BTC/USD,51873.06,51875.94,34.99,33.17,0.56,50363.6,0.3
2025-09-07 22:31:18.301626,binance,BTC/USD,51920.67,51929.77,3145.57,3137.37,1.75,50412.84,0.3
2025-09-07 22:32:18.301626,binance,BTC/USD,51852.28,51860.33,609.48,697.46,1.55,50345.93,0.3
2025-09-07 22:33:18.301626,binance,BTC/USD,51815.01,51823.64,925.48,770.25,1.66,50310.03,0.3
2025-09-07 22:34:18.301626,binance,BTC/USD,51865.18,51874.48,1331.35,1486.33,1.79,50359.06,0.3
2025-09-07 22:35:18.301626,binance,BTC/USD,51878.72,51887.47,381.0,343.62,1.69,50371.94,0.3
2025-09-07 22:36:18.301626,binance,BTC/USD,51881.52,51887.12,363.33,407.83,1.08,50373.12,0.3
2025-09-07 22:37:18.301626,binance,BTC/USD,51804.97,51812.26,1060.13,1131.53,1.41,50299.63,0.3
2025-09-07 22:38:18.301626,binance,BTC/USD,51812.19,51820.89,2027.88,1570.34,1.68,50307.32,0.3
2025-09-07 22:39:18.301626,binance,BTC/USD,51811.29,51817.73,2223.6,2309.11,1.24,50305.35,0.3
2025-09-07 22:40:18.301626,binance,BTC/USD,51887.77,51896.49,1072.88,987.1,1.68,50380.71,0.3
2025-09-07 22:41:18.301626,binance,BTC/USD,51845.18,51849.08,575.98,543.22,0.75,50337.02,0.3
2025-09-07 22:42:18.301626,binance,BTC/USD,51769.13,51777.68,250.08,176.71,1.65,50265.44,0.3
2025-09-07 22:43:18.301626,binance,BTC/USD,51747.88,51753.44,5022.27,4056.68,1.07,50243.36,0.3
2025-09-07 22:44:18.301626,binance,BTC/USD,50224.35,50229.93,470.16,518.43,1.11,50227.14,0.1
2025-09-07 22:45:18.301626,binance,BTC/USD,50218.83,50225.81,376.64,441.45,1.39,50222.32,0.1
2025-09-07 22:46:18.301626,binance,BTC/USD,50186.77,50196.0,2490.34,2728.65,1.84,50191.39,0.1
2025-09-07 22:47:18.301626,binance,BTC/USD,50177.7,50185.14,371.02,354.33,1.48,50181.42,0.1
2025-09-07 22:48:18.301626,binance,BTC/USD,50135.99,50140.74,290.07,362.49,0.95,50138.37,0.1
2025-09-07 22:49:18.301626,binance,BTC/USD,50249.87,50255.73,168.73,159.38,1.17,50252.8,0.1
2025-09-07 22:50:18.301626,binance,BTC/USD,50208.47,50218.49,2737.56,2398.61,2.0,50213.48,0.1
2025-09-07 22:51:18.301626,binance,BTC/USD,50211.21,50215.08,4884.89,4960.57,0.77,50213.14,0.1
2025-09-07 22:52:18.301626,binance,BTC/USD,50238.19,50243.71,1110.2,1145.33,1.1,50240.95,0.1
2025-09-07 22:53:18.301626,binance,BTC/USD,50204.67,50209.59,212.74,199.66,0.98,50207.13,0.1
2025-09-07 22:54:18.301626,binance,BTC/USD,50208.1,50214.78,1277.48,1428.22,1.33,50211.44,0.1
2025-09-07 22:55:18.301626,binance,BTC/USD,50175.45,50183.7,3699.42,4205.57,1.64,50179.58,0.1
2025-09-07 22:56:18.301626,binance,BTC/USD,50115.63,50124.45,832.27,735.93,1.76,50120.04,0.1
2025-09-07 22:57:18.301626,binance,BTC/USD,50055.34,50065.08,1548.26,1322.74,1.95,50060.21,0.1
2025-09-07 22:58:18.301626,binance,BTC/USD,50108.56,50116.48,656.2,710.18,1.58,50112.52,0.1
2025-09-07 22:59:18.301626,binance,BTC/USD,50168.56,50175.54,21.7,26.19,1.39,50172.05,0.1
2025-09-07 23:00:18.301626,binance,BTC/USD,50217.04,50221.7,426.64,459.57,0.93,50219.37,0.1
2025-09-07 23:01:18.301626,binance,BTC/USD,50272.28,50279.55,916.72,839.04,1.45,50275.92,0.1
2025-09-07 23:02:18.301626,binance,BTC/USD,50233.02,50236.1,281.1,316.62,0.61,50234.56,0.1
2025-09-07 23:03:18.301626,binance,BTC/USD,50201.53,50208.88,80.26,66.87,1.47,50205.21,0.1
