event_id,date,venue_event,venue_i,venue_j,lag,placebo_type,delta_beta,delta_tsi,p_delta_beta,notes
51,20250902,COINBASE,COINBASE,BYBITSPOT,0,noon,-0.0003086507057458,0.1238689456496697,0.3505013898321478,simplified_placebo
55,20250903,BINANCE,BINANCE,BITGET,0,minus30m,-1.1003124001958864e-05,0.166519227826118,0.2318913328232953,simplified_placebo
55,20250903,BINANCE,BINANCE,BITGET,0,plus30m,-0.0004006565698968,0.0612314555844295,0.7560289986441829,simplified_placebo
55,20250903,BINANCE,BINANCE,BITGET,0,noon,-0.0003451373001821,-0.0561525994828577,0.452287604147528,simplified_placebo
57,20250903,BITGET,COINBASE,BITGET,0,minus30m,-0.0015135424317931,-0.1160376687692326,0.1031682855332488,simplified_placebo
57,20250903,BITGET,COINBASE,BITGET,0,plus30m,0.0006206785789775,-0.1248325100786839,0.424845630375371,simplified_placebo
57,20250903,BITGET,COINBASE,BITGET,0,noon,-0.0013282490062959,0.2241809629701214,0.8603392406674915,simplified_placebo
60,20250903,BITGET,BINANCE,BITGET,0,minus30m,-0.0009950571880081,0.1095100163702677,0.1944577018081269,simplified_placebo
60,20250903,BITGET,BINANCE,BITGET,0,plus30m,0.0001022811456268,-0.0070504265056686,0.4302951412642997,simplified_placebo
60,20250903,BITGET,BINANCE,BITGET,0,noon,-7.402920668027353e-05,-0.0007253337730215,0.2716650591927648,simplified_placebo
71,20250903,COINBASE,COINBASE,BINANCE,0,minus30m,-0.000656318866024,0.020030471625435,0.1384058352097751,simplified_placebo
71,20250903,COINBASE,COINBASE,BINANCE,0,plus30m,0.0010472293829264,0.0469255685630917,0.3000148407887288,simplified_placebo
71,20250903,COINBASE,COINBASE,BINANCE,0,noon,0.0011317869681018,-0.1440565428097616,0.2917582458443724,simplified_placebo
73,20250904,BINANCE,BINANCE,BITGET,0,minus30m,-0.0017307546176851,0.0973216115214067,0.551643352543421,simplified_placebo
73,20250904,BINANCE,BINANCE,BITGET,0,plus30m,0.0009186179201378,0.1183435604406962,0.4678892866266378,simplified_placebo
73,20250904,BINANCE,BINANCE,BITGET,0,noon,0.0004266363989893,-0.1161363082465518,0.3702915236980941,simplified_placebo
74,20250904,BINANCE,BINANCE,BITGET,0,minus30m,-0.0005360917194325,0.0136326644920933,0.5899932027860556,simplified_placebo
74,20250904,BINANCE,BINANCE,BITGET,0,plus30m,0.00016814384132,-0.0169307643277028,0.6947872129170863,simplified_placebo
74,20250904,BINANCE,BINANCE,BITGET,0,noon,-0.0014993554866406,0.189654028864057,0.2812964634819497,simplified_placebo
75,20250904,BINANCE,BINANCE,BITGET,0,minus30m,-0.0002113790862426,0.0826123059435604,0.3491849974137667,simplified_placebo
75,20250904,BINANCE,BINANCE,BITGET,0,plus30m,-0.0005363048576434,0.2198187475864441,0.1400164577491034,simplified_placebo
75,20250904,BINANCE,BINANCE,BITGET,0,noon,-0.0009059202763938,-0.1275872300602115,0.4604942824515897,simplified_placebo
76,20250904,BINANCE,BINANCE,BITGET,0,minus30m,0.0007476240680771,-0.2397000936347783,0.836874128698862,simplified_placebo
76,20250904,BINANCE,BINANCE,BITGET,0,plus30m,-0.0010561693607773,-0.1111921866923779,0.6478788022964534,simplified_placebo
76,20250904,BINANCE,BINANCE,BITGET,0,noon,0.0014528337685883,0.1429197311006912,0.8024469714411161,simplified_placebo
77,20250904,BINANCE,BINANCE,BITGET,0,minus30m,-4.7256866398454536e-05,0.0726486695347663,0.8396485772530156,simplified_placebo
77,20250904,BINANCE,BINANCE,BITGET,0,plus30m,0.0004353891484136,0.0966911107650704,0.1895364458393487,simplified_placebo
77,20250904,BINANCE,BINANCE,BITGET,0,noon,-0.0001463763991042,-0.0084773319261257,0.2600986536552935,simplified_placebo
80,20250904,BITGET,BINANCE,BITGET,0,minus30m,2.9182913443659915e-06,0.1392556191402944,0.4493104526090017,simplified_placebo
80,20250904,BITGET,BINANCE,BITGET,0,plus30m,0.0004939497253778,-0.1777945269811737,0.157738583989536,simplified_placebo
80,20250904,BITGET,BINANCE,BITGET,0,noon,-0.0007178366771035,-0.1421162480076044,0.7928215331807199,simplified_placebo
81,20250904,BITGET,BINANCE,BITGET,0,minus30m,-0.0002882551559499,0.0813438768985929,0.4862671638514532,simplified_placebo
81,20250904,BITGET,BINANCE,BITGET,0,plus30m,0.0007662385447998,-0.1242651791562555,0.2031095621423673,simplified_placebo
81,20250904,BITGET,BINANCE,BITGET,0,noon,-2.573055529613646e-06,0.0575848014280433,0.641387225817327,simplified_placebo
82,20250904,BITGET,BINANCE,BITGET,0,minus30m,0.0001460046503129,-0.071557598312373,0.3589265772699418,simplified_placebo
82,20250904,BITGET,BINANCE,BITGET,0,plus30m,0.0005503513049667,-0.0511060315337394,0.1698385350880959,simplified_placebo
82,20250904,BITGET,BINANCE,BITGET,0,noon,-0.0006967790857067,-0.0110648394341928,0.2876904223784388,simplified_placebo
83,20250904,BITGET,BINANCE,BITGET,0,minus30m,0.0001183326144815,0.1837315492073647,0.3443622653063043,simplified_placebo
83,20250904,BITGET,BINANCE,BITGET,0,plus30m,-0.0006015022180772,-0.174268476293012,0.7407551307813082,simplified_placebo
83,20250904,BITGET,BINANCE,BITGET,0,noon,-7.519545489996087e-05,0.033225682637348,0.5743018348240579,simplified_placebo
83,20250904,BITGET,COINBASE,BITGET,0,minus30m,0.0004565027486561,-0.0577759357295051,0.1888917433174292,simplified_placebo
83,20250904,BITGET,COINBASE,BITGET,0,plus30m,-0.0019733853547749,0.0001237091526409,0.3593376675854506,simplified_placebo
83,20250904,BITGET,COINBASE,BITGET,0,noon,0.0007219487565582,-0.0672882878796616,0.782013186559185,simplified_placebo
84,20250904,BITGET,BINANCE,BITGET,0,minus30m,0.0012192523408161,-0.0531506914259062,0.7348236613400221,simplified_placebo
84,20250904,BITGET,BINANCE,BITGET,0,plus30m,-0.0014545570259009,-0.0235875863749446,0.8295039881157947,simplified_placebo
84,20250904,BITGET,BINANCE,BITGET,0,noon,-0.0010786343548727,0.0307605110943731,0.2184075370625986,simplified_placebo
84,20250904,BITGET,COINBASE,BITGET,0,minus30m,-0.0002269499949759,0.1116706934404051,0.4281489150534215,simplified_placebo
84,20250904,BITGET,COINBASE,BITGET,0,plus30m,0.0010502244461342,-0.1333302532382422,0.3944028184099032,simplified_placebo
84,20250904,BITGET,COINBASE,BITGET,0,noon,-0.0011815842814753,-0.1875355173877683,0.5896377408409368,simplified_placebo
103,20250905,BINANCE,BINANCE,COINBASE,0,minus30m,3.103740814632721e-05,0.0681955294034517,0.8825956113906137,simplified_placebo
103,20250905,BINANCE,BINANCE,COINBASE,0,plus30m,0.0001692772343465,0.0571444374441518,0.2599585142214088,simplified_placebo
103,20250905,BINANCE,BINANCE,COINBASE,0,noon,0.0008941375715602,-0.0131179089225777,0.4019810713598647,simplified_placebo
103,20250905,BINANCE,BINANCE,BYBITSPOT,0,minus30m,-0.0007493583695882,-0.0338355597790706,0.1294113135545014,simplified_placebo
103,20250905,BINANCE,BINANCE,BYBITSPOT,0,plus30m,-5.256105329368323e-05,0.1104676935140291,0.5437066325780155,simplified_placebo
103,20250905,BINANCE,BINANCE,BYBITSPOT,0,noon,1.8929424077207288e-06,0.0100039347367895,0.2545586568451041,simplified_placebo
104,20250905,BINANCE,BINANCE,COINBASE,0,minus30m,-0.0002711701472821,0.0558095946669048,0.6188396677040328,simplified_placebo
104,20250905,BINANCE,BINANCE,COINBASE,0,plus30m,0.0003745037982046,-0.0886075033547141,0.189256278790532,simplified_placebo
104,20250905,BINANCE,BINANCE,COINBASE,0,noon,9.09930137430926e-05,0.0644828362612558,0.1213788412921053,simplified_placebo
104,20250905,BINANCE,BINANCE,BYBITSPOT,0,minus30m,-0.0007652359706911,0.0189056049199624,0.6953653361252916,simplified_placebo
104,20250905,BINANCE,BINANCE,BYBITSPOT,0,plus30m,0.0002788091809905,-0.071338960435347,0.1056949936682273,simplified_placebo
104,20250905,BINANCE,BINANCE,BYBITSPOT,0,noon,0.0005113969790865,8.892760612426627e-05,0.2973788550372334,simplified_placebo
108,20250905,BITGET,COINBASE,BITGET,0,minus30m,0.0012595218910168,-0.2195131342866461,0.5744283084154912,simplified_placebo
108,20250905,BITGET,COINBASE,BITGET,0,plus30m,-0.0011613875774107,0.1508024336417731,0.8200191524373487,simplified_placebo
108,20250905,BITGET,COINBASE,BITGET,0,noon,-1.0252906935849278e-05,0.0384988647622795,0.2586056646190032,simplified_placebo
109,20250905,BITGET,COINBASE,BITGET,0,minus30m,0.0005717529662538,-0.146395023730815,0.6855286584945187,simplified_placebo
109,20250905,BITGET,COINBASE,BITGET,0,plus30m,0.0002949525397069,0.0298793004760556,0.3197597677121536,simplified_placebo
109,20250905,BITGET,COINBASE,BITGET,0,noon,0.0001024108876075,0.0530469666187159,0.7509464340841657,simplified_placebo
110,20250905,BITGET,BYBITSPOT,BITGET,0,minus30m,-2.5315851321771085e-05,-0.0223609874779809,0.7253116246754161,simplified_placebo
110,20250905,BITGET,BYBITSPOT,BITGET,0,plus30m,-0.0020284071152318,0.0175887021750244,0.7481583130919256,simplified_placebo
110,20250905,BITGET,BYBITSPOT,BITGET,0,noon,0.0008658708611,0.0315469478715799,0.5358733729014068,simplified_placebo
112,20250905,BITGET,BYBITSPOT,BITGET,0,minus30m,0.0003585475542535,-0.0833425261799518,0.5654671769444769,simplified_placebo
112,20250905,BITGET,BYBITSPOT,BITGET,0,plus30m,4.204421432628846e-05,0.0063228172944216,0.5960654278716002,simplified_placebo
