event_id,date,venue_event,venue_i,venue_j,tsi_pre,tsi_post,delta_tsi,runlen_pre,runlen_post,n_pre,n_post,insufficient,notes
44,20250902,COINBASE,COINBASE,BINANCE,1.9157156466980183,2.161495908872555,0.2669644005290431,15,24,62,44,True,LOW_N_TSI
47,20250902,COINBASE,COINBASE,BYBITSPOT,2.5819338119946584,2.010460621151621,-0.2622456974553255,22,22,55,46,True,LOW_N_TSI
48,20250902,COINBASE,COINBASE,BYBITSPOT,2.201363288173622,2.2594573057584366,0.1011163783732949,17,21,54,47,True,LOW_N_TSI
51,20250902,COINBASE,COINBASE,BYBITSPOT,3.199225914878507,3.061988766062857,0.2904332673223689,16,23,55,47,True,LOW_N_TSI
55,20250903,BINANCE,BINANCE,BITGET,2.505282885364754,2.392103412374188,0.0689085539917234,24,18,70,47,False,
57,20250903,BITGET,COINBASE,BITGET,2.8338468221661577,3.36705281216839,0.6655872066463702,23,27,49,57,False,
60,20250903,BITGET,BINANCE,BITGET,2.267858031700712,2.8260200049237447,0.207010805808442,15,24,70,47,True,LOW_N_TSI
71,20250903,COINBASE,COINBASE,BINANCE,2.454375122009707,3.8079680923267154,0.2330604145523161,18,26,54,47,True,LOW_N_TSI
73,20250904,BINANCE,BINANCE,BITGET,3.38223008758368,2.7365107976336778,0.0337345695439395,17,22,41,69,False,
74,20250904,BINANCE,BINANCE,BITGET,1.842668622223918,2.4360652786060206,0.4038616175767348,20,18,46,59,False,
75,20250904,BINANCE,BINANCE,BITGET,1.9723019098557693,2.497645617938856,0.691820558837176,23,25,46,59,False,
76,20250904,BINANCE,BINANCE,BITGET,2.188108220554936,2.8534892488118127,0.1594235400397202,18,24,46,56,False,
77,20250904,BINANCE,BINANCE,BITGET,2.7387033693361285,3.03676241253816,0.6770346958852255,16,26,57,49,False,
80,20250904,BITGET,BINANCE,BITGET,1.738188540729832,3.142046677303909,0.4633092228772403,21,23,41,69,True,LOW_N_TSI
81,20250904,BITGET,BINANCE,BITGET,2.2375555040167385,2.5260093237210315,0.3919461256655486,22,25,46,59,True,LOW_N_TSI
82,20250904,BITGET,BINANCE,BITGET,3.301229270031887,3.0150152644420563,0.5251618142846219,20,27,46,59,True,LOW_N_TSI
83,20250904,BITGET,BINANCE,BITGET,1.009580551307566,3.904644443757369,0.0904785687075609,15,21,46,56,True,LOW_N_TSI
83,20250904,BITGET,COINBASE,BITGET,2.419263371074285,3.0962211637870123,-0.1516177669893859,15,25,49,55,False,
84,20250904,BITGET,BINANCE,BITGET,2.354350172964741,3.706880684379289,0.1517125926730823,19,21,57,49,True,LOW_N_TSI
84,20250904,BITGET,COINBASE,BITGET,3.4217895988569498,3.086987699163898,0.400479415731266,24,23,57,46,False,
103,20250905,BINANCE,BINANCE,COINBASE,2.3790811786296904,2.8972640623871606,0.5414883028915602,18,24,45,66,False,
103,20250905,BINANCE,BINANCE,BYBITSPOT,3.418308765008554,3.091315488841261,0.364219449368741,24,27,47,66,False,
104,20250905,BINANCE,BINANCE,COINBASE,1.87292960656208,3.867727521636154,0.0185810793844615,17,19,47,66,False,
104,20250905,BINANCE,BINANCE,BYBITSPOT,2.665302610559496,2.289574071087112,0.6153590266527136,15,18,49,67,False,
108,20250905,BITGET,COINBASE,BITGET,2.459733007988385,2.4470910818215668,0.2094206107844947,24,26,49,68,False,
109,20250905,BITGET,COINBASE,BITGET,3.26085525084522,2.74429013984052,0.3763552661030693,24,20,49,57,False,
110,20250905,BITGET,BYBITSPOT,BITGET,2.085151533804527,3.28753142315387,0.3818717866389753,22,26,49,59,True,LOW_N_TSI
112,20250905,BITGET,BYBITSPOT,BITGET,2.8720691559770257,2.584806464334101,0.3281640495635831,20,21,47,54,True,LOW_N_TSI
113,20250905,BITGET,COINBASE,BITGET,2.383719602518535,3.4737102367514217,0.3744021105029576,21,18,43,62,False,
115,20250905,BYBITSPOT,BYBITSPOT,BINANCE,3.3098038388776567,4.531984357032066,0.2070440400207181,20,20,49,69,False,
116,20250905,BYBITSPOT,COINBASE,BYBITSPOT,2.475118050014732,3.475146451562758,0.421986839125719,18,23,43,57,False,
117,20250905,BYBITSPOT,BINANCE,BYBITSPOT,2.818607574373396,1.7723408959070517,0.1228861069825824,20,25,47,66,False,
118,20250905,BYBITSPOT,BINANCE,BYBITSPOT,2.623206216532626,2.4446388738435205,0.4395531516303048,23,22,49,67,False,
123,20250905,COINBASE,COINBASE,BYBITSPOT,2.047684273499173,2.4880687752559343,0.3036215297467695,20,26,43,57,True,LOW_N_TSI
124,20250905,COINBASE,BINANCE,COINBASE,2.632684086547468,2.2589767875529705,0.0990454321568231,17,25,45,66,True,LOW_N_TSI
124,20250905,COINBASE,COINBASE,BINANCE,2.9478811024547165,2.9561622188054386,0.1181174460941564,19,22,42,63,True,LOW_N_TSI
125,20250905,COINBASE,COINBASE,BINANCE,2.07524894494002,3.228147414567112,0.2328391916378631,15,23,49,66,True,LOW_N_TSI
127,20250905,COINBASE,COINBASE,BYBITSPOT,1.6482162849783433,2.644690925562871,-0.1090764744096779,21,22,60,49,True,LOW_N_TSI
128,20250906,BINANCE,BINANCE,BYBITSPOT,2.256654361790242,2.6306692630515127,-0.3505594198425214,23,25,45,70,False,
128,20250906,BINANCE,BINANCE,BITGET,3.324929764133918,2.9265125818499893,0.3528733845756366,16,24,48,54,False,
129,20250906,BINANCE,BINANCE,BITGET,3.418024432765829,3.018934406468624,0.4214645831147888,20,20,58,45,False,
130,20250906,BINANCE,BINANCE,BITGET,2.389129974183982,2.387882900297504,0.110188281402461,17,21,46,57,False,
132,20250906,BITGET,BINANCE,BITGET,3.7672462987696194,1.7310387457077077,0.1320835886725884,23,21,48,54,True,LOW_N_TSI
132,20250906,BITGET,BYBITSPOT,BITGET,3.238812115746281,3.2714324812615465,0.4406596818417957,18,26,54,46,True,LOW_N_TSI
133,20250906,BITGET,BINANCE,BITGET,2.52520674226839,3.0734043237291293,0.4307308260848301,23,26,58,45,True,LOW_N_TSI
133,20250906,BITGET,BYBITSPOT,BITGET,3.17237625401638,2.83415758536101,0.3215728786592557,15,25,46,57,True,LOW_N_TSI
134,20250906,BITGET,BINANCE,BITGET,1.9196051177082745,2.6693681703597028,0.1652193709349516,23,19,46,57,True,LOW_N_TSI
136,20250906,BYBITSPOT,BINANCE,BYBITSPOT,2.80346653242807,2.0059397604645004,0.1009013318463903,21,20,45,70,False,
139,20250906,BYBITSPOT,COINBASE,BYBITSPOT,2.0905732843901297,2.574531562860692,0.6587612257123183,15,19,47,56,False,
143,20250906,COINBASE,COINBASE,BINANCE,2.7014104847002463,2.872297187942995,0.2328963040994903,16,21,52,49,True,LOW_N_TSI
143,20250906,COINBASE,COINBASE,BYBITSPOT,2.65257909434086,2.3301075142625898,0.249129458872518,23,26,47,56,True,LOW_N_TSI
145,20250907,BINANCE,BINANCE,COINBASE,2.707639830952401,2.441377912119981,-0.1170526354830063,15,23,41,73,False,
147,20250907,BINANCE,BINANCE,COINBASE,2.314753705989887,2.925410492415567,0.1882832725409597,15,19,48,59,False,
157,20250907,COINBASE,BINANCE,COINBASE,2.4178796327224075,2.184669172281028,0.2922989147838824,23,25,41,73,True,LOW_N_TSI
157,20250907,COINBASE,COINBASE,BINANCE,2.6196986166368923,3.098928806615533,0.0762035825909313,23,18,41,67,True,LOW_N_TSI
159,20250907,COINBASE,BINANCE,COINBASE,2.5238826650091046,3.1272593925501604,0.4969960254042354,24,23,48,59,True,LOW_N_TSI
0,20250901,BINANCE,BINANCE,BITGET,2.673007404551972,3.1953631181008566,0.8444209043280104,24,18,49,71,False,
0,20250901,BINANCE,BITGET,BINANCE,0.9401057900316296,1.978666803980148,-0.059769691928632,22,26,49,63,False,
1,20250901,BINANCE,COINBASE,BINANCE,3.219066909384732,2.721743978540553,0.3745929228601662,20,27,49,60,False,
1,20250901,BINANCE,BINANCE,BYBITSPOT,2.352628148834377,2.833184398185542,0.01828676680584,22,18,41,68,False,
1,20250901,BINANCE,BYBITSPOT,BINANCE,2.4086436454487568,3.217041963053088,0.5754711603212848,17,27,42,68,False,
3,20250901,BINANCE,BINANCE,BYBITSPOT,2.20216630391036,3.0488713301458668,0.4995443881029599,19,19,70,46,False,
4,20250901,BINANCE,BINANCE,COINBASE,2.614633851299492,2.887011567045369,0.5631621808046764,15,20,61,44,False,
4,20250901,BINANCE,COINBASE,BINANCE,2.480541883504981,2.843218949741253,0.2370494051560481,19,23,61,44,False,
4,20250901,BINANCE,BYBITSPOT,BINANCE,2.481822009451196,2.1825965733519688,-0.0823970837791167,19,19,72,48,False,
5,20250901,BITGET,BITGET,BINANCE,2.510017254060941,2.7398411017218707,0.2434405465864899,19,26,49,63,True,LOW_N_TSI
5,20250901,BITGET,BINANCE,BITGET,1.746506216446423,2.7946125091028207,0.4204192074132961,16,21,49,71,True,LOW_N_TSI
5,20250901,BITGET,COINBASE,BITGET,2.8250308793298333,2.6317581606679927,0.1454745270760525,22,27,47,64,False,
5,20250901,BITGET,BITGET,BYBITSPOT,2.7489909774117103,3.2365614491902948,-0.1430021621101305,23,18,48,58,True,LOW_N_TSI
5,20250901,BITGET,BYBITSPOT,BITGET,2.075820454704947,3.713995389268406,0.061586231106574,22,23,49,61,True,LOW_N_TSI
8,20250901,BITGET,COINBASE,BITGET,2.8336847550901294,2.9900061598423453,0.0751294454478093,20,25,70,41,False,
8,20250901,BITGET,BITGET,BYBITSPOT,3.322553625108145,2.6351267910499763,0.1435086784807753,22,20,83,49,True,LOW_N_TSI
9,20250901,BITGET,BITGET,COINBASE,1.9946775522461384,3.011033442977399,0.2754728376646818,15,25,65,44,False,
9,20250901,BITGET,BITGET,BYBITSPOT,2.3526991430293465,3.325396670908302,0.4827726638206133,20,21,63,43,True,LOW_N_TSI
9,20250901,BITGET,BYBITSPOT,BITGET,2.501774970575906,2.244540544554578,0.4127844349084426,22,22,57,47,True,LOW_N_TSI
10,20250901,BYBITSPOT,BYBITSPOT,BITGET,2.2286157012812846,3.4947296766554823,0.0706210099292424,18,20,49,61,False,
10,20250901,BYBITSPOT,BITGET,BYBITSPOT,2.0671907042771176,3.241049093414243,0.4330784870676739,16,21,48,58,False,
11,20250901,BYBITSPOT,BYBITSPOT,BINANCE,2.498820020312296,2.328190571767009,0.1705454149205285,22,25,42,68,False,
11,20250901,BYBITSPOT,BINANCE,BYBITSPOT,2.1351266154212896,2.868559296173016,0.1634873535243614,16,21,41,68,False,
13,20250901,BYBITSPOT,BINANCE,BYBITSPOT,2.5432006819051054,1.5872453458007223,0.714547804555096,16,24,71,48,False,
13,20250901,BYBITSPOT,COINBASE,BYBITSPOT,2.44669283479003,2.70287987523586,0.1306131189126857,24,19,60,42,False,
14,20250901,BYBITSPOT,BYBITSPOT,BINANCE,2.149600670725544,2.193023888721817,0.365941867977215,16,27,72,48,False,
14,20250901,BYBITSPOT,BYBITSPOT,COINBASE,2.7619279375037755,3.359374132804155,0.3977975121863291,23,25,62,41,False,
14,20250901,BYBITSPOT,COINBASE,BYBITSPOT,2.939596407568924,2.668792719687502,0.6469629786025386,21,19,48,52,False,
14,20250901,BYBITSPOT,BYBITSPOT,BITGET,1.6621401800510935,3.4670216559519087,0.0850164594561758,20,23,57,47,False,
14,20250901,BYBITSPOT,BITGET,BYBITSPOT,2.042732300345135,3.796586958781515,0.3413099510370212,22,23,63,43,False,
15,20250901,COINBASE,COINBASE,BITGET,2.5181937444535265,3.0542183767968822,0.7311401459916003,16,25,47,64,False,
16,20250901,COINBASE,COINBASE,BINANCE,2.935785923165401,2.8860484993314324,0.3210083231307329,24,26,49,60,True,LOW_N_TSI
18,20250901,COINBASE,COINBASE,BYBITSPOT,2.258307312207048,3.321689478455421,0.3245252815488538,20,24,62,46,True,LOW_N_TSI
18,20250901,COINBASE,COINBASE,BITGET,2.854518777391461,2.632457662501791,0.1723029940008246,15,19,70,41,False,
19,20250901,COINBASE,COINBASE,BINANCE,2.07999321894366,2.8246066071819085,0.508426053588255,16,21,61,44,True,LOW_N_TSI
19,20250901,COINBASE,BINANCE,COINBASE,2.1271455261013603,3.480672788124297,0.0704436408327847,16,20,61,44,True,LOW_N_TSI
19,20250901,COINBASE,COINBASE,BYBITSPOT,2.0078031096386866,2.837597462999952,0.3946686594031579,19,21,48,52,True,LOW_N_TSI
19,20250901,COINBASE,BYBITSPOT,COINBASE,3.3030579051690205,1.9554987158414423,0.1744036685446134,20,23,62,41,True,LOW_N_TSI
19,20250901,COINBASE,BITGET,COINBASE,1.8854684513714104,3.2481934046115133,0.3826805151314547,22,24,65,44,False,
20,20250902,BINANCE,BINANCE,COINBASE,2.8032307662775806,2.569577740631229,0.4737886175829914,20,27,57,49,False,
20,20250902,BINANCE,COINBASE,BINANCE,1.5556565251510226,2.8762289777370604,0.2057779171478736,15,22,62,44,False,
20,20250902,BINANCE,BINANCE,BYBITSPOT,1.3136381056289472,2.795404048305524,0.4121474819994786,18,19,56,48,False,
23,20250902,BINANCE,BYBITSPOT,BINANCE,2.438477715299947,2.8512494635613024,0.4011732757375083,20,18,49,54,False,
24,20250902,BINANCE,BINANCE,BITGET,2.354920173961428,3.4715654611789155,0.420343366863072,19,20,64,39,False,
24,20250902,BINANCE,BITGET,BINANCE,1.7643530717870997,2.3904152444997573,0.4619519764944538,16,22,64,39,False,
25,20250902,BINANCE,BINANCE,BITGET,2.9287794311843167,2.5506828346085904,0.4257263382094788,24,22,43,73,False,
25,20250902,BINANCE,BITGET,BINANCE,2.974797183604033,2.4171125206255697,0.3668161707650893,21,19,44,72,False,
26,20250902,BINANCE,BINANCE,BITGET,3.2641249222276185,1.8733771486511448,0.3860933743364531,18,24,46,55,False,
26,20250902,BINANCE,BITGET,BINANCE,3.07186010562406,2.419561539126706,0.2291180337360824,23,23,44,57,False,
27,20250902,BINANCE,BINANCE,BYBITSPOT,3.4722640447265394,3.517379617980161,0.2051473016313401,21,27,49,51,False,
28,20250902,BITGET,BITGET,BYBITSPOT,2.4578309087203096,1.6656035719906273,0.3336255144911119,17,22,49,54,True,LOW_N_TSI
31,20250902,BITGET,COINBASE,BITGET,2.607490293555482,2.9025251242532226,0.2131587860055745,24,22,54,46,False,
32,20250902,BITGET,BITGET,BINANCE,2.3173590072206047,3.239933603281364,0.3974162282030511,21,22,63,40,True,LOW_N_TSI
32,20250902,BITGET,BINANCE,BITGET,3.2534689408198427,2.7334657977312165,0.0354635545913268,22,21,64,39,True,LOW_N_TSI
33,20250902,BITGET,BITGET,BINANCE,2.9626934200786192,2.541143840253204,0.5156185537478323,15,19,44,72,True,LOW_N_TSI
33,20250902,BITGET,BINANCE,BITGET,2.7340359699488186,2.398905638893628,0.3604348595322678,22,23,43,73,True,LOW_N_TSI
33,20250902,BITGET,BITGET,COINBASE,2.68826684534569,1.6095868116171812,0.4183234084904174,22,18,43,74,False,
33,20250902,BITGET,COINBASE,BITGET,2.606519970202604,2.7901245802474057,0.2042171919089354,22,22,43,74,False,
35,20250902,BITGET,COINBASE,BITGET,2.417524582662112,2.942809204454624,0.2569002830544087,15,20,51,49,False,
36,20250902,BYBITSPOT,BINANCE,BYBITSPOT,2.891974458128663,2.3897635657485563,0.5877750895009344,20,21,56,48,False,
36,20250902,BYBITSPOT,BITGET,BYBITSPOT,2.461561018978833,3.3117652294172744,0.4694047622296556,21,20,49,54,False,
38,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.898438281589277,2.414991692977426,0.3750903517896909,22,25,55,48,False,
39,20250902,BYBITSPOT,BYBITSPOT,BINANCE,3.4154142790774364,2.363938197590671,-0.0930458838602358,15,18,49,54,False,
39,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.860952505392816,3.621438019766785,0.0504323743647768,21,21,60,49,False,
39,20250902,BYBITSPOT,COINBASE,BYBITSPOT,2.87902133859351,3.801807058862248,0.0523784409879866,21,27,55,46,False,
40,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.2383158563924,3.2758386319750823,0.1816700863030633,17,24,54,46,False,
40,20250902,BYBITSPOT,COINBASE,BYBITSPOT,2.728068571611732,3.0165369898628827,0.2279655293007859,20,23,54,47,False,
41,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.5671307236467347,2.593050926418369,0.5779226365253873,24,20,48,61,False,
42,20250902,BYBITSPOT,BINANCE,BYBITSPOT,2.96290405825859,2.827005878701728,0.366585868153333,18,23,52,49,False,
42,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.091985488082343,3.800742318265888,0.2103618089351962,16,25,56,49,False,
43,20250902,BYBITSPOT,BINANCE,BYBITSPOT,2.1185539593566203,2.685620647454117,0.338716745372729,19,18,49,51,False,
43,20250902,BYBITSPOT,BYBITSPOT,COINBASE,2.444754887104693,2.2792069135856625,0.2453745421191309,18,24,48,57,False,
43,20250902,BYBITSPOT,COINBASE,BYBITSPOT,2.075122760320115,3.5607124499749787,0.7504541143584604,19,24,55,47,False,
44,20250902,COINBASE,COINBASE,BINANCE,2.3593862137094965,3.3979258262872563,0.342045300738664,24,25,62,44,True,LOW_N_TSI
44,20250902,COINBASE,BINANCE,COINBASE,3.070565196250848,3.0792772252845406,0.2012783974484009,19,26,57,49,True,LOW_N_TSI
46,20250902,COINBASE,BYBITSPOT,COINBASE,2.254701936909581,2.2429141092686526,0.5872930682464714,24,26,55,47,True,LOW_N_TSI
47,20250902,COINBASE,COINBASE,BYBITSPOT,1.8070417733061064,2.870806687524757,0.4742675894713704,18,19,55,46,True,LOW_N_TSI
47,20250902,COINBASE,BYBITSPOT,COINBASE,2.2490818580644123,2.812795371787268,0.4251282955905798,19,24,60,49,True,LOW_N_TSI
47,20250902,COINBASE,BITGET,COINBASE,3.177218232585761,2.820529139383492,0.0570462561801983,23,20,55,46,False,
48,20250902,COINBASE,COINBASE,BYBITSPOT,1.9554813733406284,1.6434016834956744,0.3162673703481694,20,25,54,47,True,LOW_N_TSI
48,20250902,COINBASE,BYBITSPOT,COINBASE,2.814996845018574,2.837751336508398,0.5500331890325035,20,26,54,46,True,LOW_N_TSI
49,20250902,COINBASE,BYBITSPOT,COINBASE,1.7756468663056273,3.108769378348553,0.1371449957056758,19,22,48,61,True,LOW_N_TSI
49,20250902,COINBASE,COINBASE,BITGET,2.6800588116699555,3.431344703302595,-0.0635023780446432,20,27,43,74,False,
49,20250902,COINBASE,BITGET,COINBASE,3.102363903283749,2.7975456492100697,0.3190377723762219,15,25,43,74,False,
50,20250902,COINBASE,BYBITSPOT,COINBASE,2.407833251220429,2.554323969770174,0.106262936135609,15,21,56,49,True,LOW_N_TSI
51,20250902,COINBASE,COINBASE,BYBITSPOT,2.454570381952636,2.9283226169073675,0.3024644129128602,15,27,55,47,True,LOW_N_TSI
51,20250902,COINBASE,BYBITSPOT,COINBASE,2.2888797990407124,2.834083658456657,0.2183320735278394,18,26,48,57,True,LOW_N_TSI
51,20250902,COINBASE,COINBASE,BITGET,2.743588978384876,2.1315506569418177,0.2379122852978812,21,19,51,49,False,
53,20250903,BINANCE,BINANCE,COINBASE,2.5616977067509024,1.5807585514838294,0.2957112040444839,20,20,48,75,False,
55,20250903,BINANCE,BINANCE,BITGET,2.409425028857086,1.9252126123381288,0.416788662948177,19,20,70,47,False,
56,20250903,BINANCE,COINBASE,BINANCE,2.9332306324836126,3.2429421194616745,0.1295035863963017,21,23,54,47,False,
57,20250903,BITGET,BITGET,COINBASE,2.4682355281508475,3.269204867062652,0.2222609314745315,16,22,49,60,False,
57,20250903,BITGET,COINBASE,BITGET,2.6033946743601293,2.927753503390824,0.4784981025278358,20,24,49,57,False,
60,20250903,BITGET,BINANCE,BITGET,3.115686725443034,3.67263492618578,0.3178184672451265,17,26,70,47,True,LOW_N_TSI
67,20250903,COINBASE,COINBASE,BITGET,3.4032650780679736,3.5317780119669986,0.2121815629491795,20,26,47,58,False,
68,20250903,COINBASE,BINANCE,COINBASE,3.0391934123885687,3.628910877067797,0.1147446953848492,23,19,46,74,True,LOW_N_TSI
71,20250903,COINBASE,COINBASE,BINANCE,1.9907899133022129,2.679204051674976,-0.1114486801864563,20,21,54,47,True,LOW_N_TSI
73,20250904,BINANCE,BINANCE,BITGET,2.759897941314878,1.6300377150405172,0.232582060398049,23,26,41,69,False,
74,20250904,BINANCE,BINANCE,BITGET,2.114326212250446,3.1990629451258914,-0.0818970893044618,23,18,46,59,False,
75,20250904,BINANCE,BINANCE,BITGET,3.250832268352576,3.3616602133509,0.4502375442779422,19,19,46,59,False,
76,20250904,BINANCE,BINANCE,BITGET,3.2641223555831185,2.481134916411892,0.0838085458206487,18,26,46,56,False,
76,20250904,BINANCE,BITGET,BINANCE,2.984868498289532,2.906866891023025,0.6038115075319631,19,21,48,66,False,
77,20250904,BINANCE,BINANCE,BITGET,1.7914107052472112,2.1304978557767367,0.1616356532202793,21,27,57,49,False,
79,20250904,BITGET,BITGET,COINBASE,2.5496557194947886,2.1907585654687707,0.2745871119219898,23,22,49,53,False,
80,20250904,BITGET,BINANCE,BITGET,2.578135568962492,2.9204929764482417,0.6838000063873528,18,23,41,69,True,LOW_N_TSI
81,20250904,BITGET,BINANCE,BITGET,2.2814857488075297,2.763784443399829,0.5154630654508132,20,24,46,59,True,LOW_N_TSI
82,20250904,BITGET,BINANCE,BITGET,2.709551465057244,2.147918706978808,0.3798401292289919,23,26,46,59,True,LOW_N_TSI
83,20250904,BITGET,BITGET,BINANCE,2.3581882727945382,3.4791175819787483,0.1184387980066067,21,19,48,66,True,LOW_N_TSI
83,20250904,BITGET,BINANCE,BITGET,2.2306548016805974,2.854949763844896,0.3425596224437534,18,26,46,56,True,LOW_N_TSI
83,20250904,BITGET,BITGET,COINBASE,2.7726748852516017,3.22630575913752,0.2537695274023662,15,27,46,61,False,
83,20250904,BITGET,COINBASE,BITGET,3.234904256320341,2.7611780722214307,0.6507480677282269,17,27,49,55,False,
83,20250904,BITGET,BITGET,BYBITSPOT,2.576789448218372,2.453617673394357,0.243066891972587,21,22,47,62,True,LOW_N_TSI
84,20250904,BITGET,BINANCE,BITGET,2.3639967642671165,3.0807314293240946,0.4327176064816225,16,22,57,49,True,LOW_N_TSI
84,20250904,BITGET,COINBASE,BITGET,3.168908745395223,2.3959923089060853,0.1864938509133063,23,27,57,46,False,
84,20250904,BITGET,BITGET,BYBITSPOT,1.713495297847942,2.7546034407006093,0.3125259190941289,18,27,48,55,True,LOW_N_TSI
