event_id,date,venue_i,venue_j,delta_beta_ij,delta_beta_ji,symmetric,persist_pre15_post30,notes
3,20250901,BYBITSPOT,BINANCE,0.0006320596553895102,0.0013044226912256648,True,True,simplified_symmetry
3,20250901,BINANCE,BITGET,0.0015652669354161313,0.0017857682024171896,True,False,simplified_symmetry
3,20250901,BITGET,BINANCE,0.0011660163951558188,0.00021110414413610338,False,True,simplified_symmetry
4,20250901,BINANCE,COINBASE,0.0011764591928302725,0.0008746140002934722,True,True,simplified_symmetry
4,20250901,COINBASE,BINANCE,0.001476847431790027,0.000642978767530136,True,True,simplified_symmetry
4,20250901,BINANCE,BYBITSPOT,0.0016252774808761012,0.0005634907737948243,True,True,simplified_symmetry
4,20250901,BYBITSPOT,BINANCE,0.001448730848974854,0.0006386904076249656,True,False,simplified_symmetry
4,20250901,BINANCE,BITGET,0.0006004070376472415,0.0007249332147424637,True,True,simplified_symmetry
4,20250901,BITGET,BINANCE,0.00029515362365457626,0.00039091900532112363,True,False,simplified_symmetry
5,20250901,BITGET,BINANCE,0.0007999737780915446,0.0016515729731074024,True,True,simplified_symmetry
5,20250901,BINANCE,BITGET,0.001119613333807972,0.0010296542772364565,False,True,simplified_symmetry
5,20250901,BITGET,COINBASE,0.0014257921468158541,0.0011894344295149963,False,False,simplified_symmetry
5,20250901,COINBASE,BITGET,0.000992778927771107,0.0005654590836405957,False,True,simplified_symmetry
5,20250901,BITGET,BYBITSPOT,0.0009456555447124092,0.001042220707228492,True,True,simplified_symmetry
5,20250901,BYBITSPOT,BITGET,0.002410750103683942,0.00129683639432114,True,False,simplified_symmetry
6,20250901,BITGET,BINANCE,0.0005334040742389203,0.0012064369018439552,False,True,simplified_symmetry
6,20250901,BINANCE,BITGET,0.0001488358580715621,0.0006616775334358808,True,False,simplified_symmetry
6,20250901,BITGET,COINBASE,0.0010594549549410373,0.00027704512402616365,True,True,simplified_symmetry
6,20250901,COINBASE,BITGET,0.0006982926038839369,0.0009573306532133265,True,True,simplified_symmetry
6,20250901,BITGET,BYBITSPOT,0.0021858712847978717,0.0010533747019837601,False,False,simplified_symmetry
6,20250901,BYBITSPOT,BITGET,0.0014100982994596845,0.0005934288363597074,True,False,simplified_symmetry
7,20250901,BITGET,BINANCE,0.0014282835515076944,0.00036201443242537407,False,False,simplified_symmetry
7,20250901,BINANCE,BITGET,0.001627114886732589,0.0005312907522062734,False,True,simplified_symmetry
7,20250901,BITGET,COINBASE,0.0017233072581499917,0.0008241198366946206,True,False,simplified_symmetry
7,20250901,COINBASE,BITGET,0.0007447712059442422,0.0003883136257476395,True,False,simplified_symmetry
7,20250901,BITGET,BYBITSPOT,0.0013413970198178195,0.0016870929974133293,True,True,simplified_symmetry
7,20250901,BYBITSPOT,BITGET,0.0010515057623807023,0.0005238720829849161,True,False,simplified_symmetry
8,20250901,BITGET,BINANCE,0.0010703119262765683,0.0006308715014721514,True,False,simplified_symmetry
8,20250901,BINANCE,BITGET,3.7962193134196136e-05,8.977380161522344e-06,False,True,simplified_symmetry
8,20250901,BITGET,COINBASE,0.000786347120973845,0.0003194133858468041,True,True,simplified_symmetry
8,20250901,COINBASE,BITGET,0.0018959527004921521,0.0016017996925343726,True,False,simplified_symmetry
8,20250901,BITGET,BYBITSPOT,0.00108846409725463,0.0001658460058207204,True,True,simplified_symmetry
8,20250901,BYBITSPOT,BITGET,0.0008986875258220047,0.0008137979976020359,True,True,simplified_symmetry
9,20250901,BITGET,BINANCE,0.0016590377024830012,0.0006768530383469695,False,False,simplified_symmetry
9,20250901,BINANCE,BITGET,0.000620000480473975,0.0006080562968866993,True,True,simplified_symmetry
9,20250901,BITGET,COINBASE,0.001518952149431397,0.0004797848221952107,True,False,simplified_symmetry
9,20250901,COINBASE,BITGET,0.0007222561479073976,0.0017222695907453103,True,False,simplified_symmetry
9,20250901,BITGET,BYBITSPOT,0.001144123482305579,0.0009753317874741958,True,False,simplified_symmetry
9,20250901,BYBITSPOT,BITGET,0.0010734721796457549,0.0010690316940284903,True,True,simplified_symmetry
10,20250901,BYBITSPOT,BINANCE,0.0008197811807816347,0.0024439997896186423,True,True,simplified_symmetry
10,20250901,BINANCE,BYBITSPOT,0.0015456608614191876,0.0015512948018355137,True,False,simplified_symmetry
10,20250901,BYBITSPOT,COINBASE,0.0017895509830064878,0.001139683570782981,True,True,simplified_symmetry
10,20250901,COINBASE,BYBITSPOT,0.0005790495570971758,0.0013385854137326068,True,False,simplified_symmetry
10,20250901,BYBITSPOT,BITGET,0.0009374768883196838,0.0009902831430332868,True,False,simplified_symmetry
10,20250901,BITGET,BYBITSPOT,0.00016698730092587412,0.0008810116658231965,True,False,simplified_symmetry
11,20250901,BYBITSPOT,BINANCE,-0.00014214820775456283,0.0002463554913643267,True,True,simplified_symmetry
11,20250901,BINANCE,BYBITSPOT,0.0006826198387501722,0.0007740713082379812,True,True,simplified_symmetry
11,20250901,BYBITSPOT,COINBASE,0.0014656711815440513,-0.0004336674925982638,True,True,simplified_symmetry
11,20250901,COINBASE,BYBITSPOT,0.0005762923715895788,0.0003017605510565308,True,True,simplified_symmetry
11,20250901,BYBITSPOT,BITGET,0.00017564283699174961,0.0014894041866222586,True,True,simplified_symmetry
11,20250901,BITGET,BYBITSPOT,0.00012389051489313462,0.0008198589792091965,True,True,simplified_symmetry
12,20250901,BYBITSPOT,BINANCE,0.0009893723769358856,0.0014464058765707127,False,True,simplified_symmetry
12,20250901,BINANCE,BYBITSPOT,0.00163176623679408,0.001072487968526085,False,True,simplified_symmetry
12,20250901,BYBITSPOT,COINBASE,0.0013505041815125031,0.0008049242739976026,False,True,simplified_symmetry
12,20250901,COINBASE,BYBITSPOT,0.0009836877984472268,0.0010810729873706772,False,True,simplified_symmetry
12,20250901,BYBITSPOT,BITGET,0.000813898700346699,0.0011571050587244505,False,False,simplified_symmetry
12,20250901,BITGET,BYBITSPOT,0.0006234332814137311,0.00110939489390175,True,False,simplified_symmetry
13,20250901,BYBITSPOT,BINANCE,0.00014132924107807237,0.0012080349086045594,True,False,simplified_symmetry
13,20250901,BINANCE,BYBITSPOT,0.0011490018245646286,0.0006422520429023796,True,True,simplified_symmetry
13,20250901,BYBITSPOT,COINBASE,0.001393232023953925,0.0011218491459629766,True,True,simplified_symmetry
13,20250901,COINBASE,BYBITSPOT,0.0012183475785551563,0.0007490546512514188,True,False,simplified_symmetry
13,20250901,BYBITSPOT,BITGET,0.0011296100217950075,0.0014820264386245666,True,True,simplified_symmetry
13,20250901,BITGET,BYBITSPOT,0.00020039846583716058,0.0015255445117877194,False,False,simplified_symmetry
14,20250901,BYBITSPOT,BINANCE,0.0011406954982581211,0.0017187933315402837,True,True,simplified_symmetry
14,20250901,BINANCE,BYBITSPOT,0.0008739125858310934,0.0005580763913093418,True,True,simplified_symmetry
14,20250901,BYBITSPOT,COINBASE,0.0010921324001500173,0.0005893854501755962,True,True,simplified_symmetry
14,20250901,COINBASE,BYBITSPOT,0.0009348236999970909,0.0017095327603698675,True,True,simplified_symmetry
14,20250901,BYBITSPOT,BITGET,0.0005252439835872649,0.0015386342744034723,False,True,simplified_symmetry
14,20250901,BITGET,BYBITSPOT,0.0013520420685887936,0.0012910578108966948,False,True,simplified_symmetry
15,20250901,COINBASE,BINANCE,0.000739881806972816,0.0005430423059239257,False,False,simplified_symmetry
15,20250901,BINANCE,COINBASE,0.0013146566070416882,6.482537883078599e-05,False,True,simplified_symmetry
15,20250901,COINBASE,BYBITSPOT,0.0013546282959225452,0.002079883275542715,False,False,simplified_symmetry
15,20250901,BYBITSPOT,COINBASE,0.0015717756482288136,0.0004810352361060495,False,False,simplified_symmetry
15,20250901,COINBASE,BITGET,0.00154549890179569,0.0013756797570629927,False,True,simplified_symmetry
15,20250901,BITGET,COINBASE,0.0004818045386473233,0.0012208001626540289,True,True,simplified_symmetry
16,20250901,COINBASE,BINANCE,0.0008365825182372824,0.0008058377089688266,True,True,simplified_symmetry
16,20250901,BINANCE,COINBASE,0.0003002353123225602,0.0010678799538171282,True,True,simplified_symmetry
16,20250901,COINBASE,BYBITSPOT,0.0012640622560968118,0.0005414662641917373,True,False,simplified_symmetry
16,20250901,BYBITSPOT,COINBASE,0.0009034620943705798,0.000996658611187213,False,True,simplified_symmetry
16,20250901,COINBASE,BITGET,0.00017877307165330776,0.00049975008658924,False,False,simplified_symmetry
16,20250901,BITGET,COINBASE,0.0015321804236227258,0.0009921114403644519,True,True,simplified_symmetry
17,20250901,COINBASE,BINANCE,0.0015593492362358766,0.000898463364765337,True,True,simplified_symmetry
17,20250901,BINANCE,COINBASE,0.001264677821897161,0.00117463975056576,True,False,simplified_symmetry
17,20250901,COINBASE,BYBITSPOT,0.0017748880061851766,0.0012374933956972227,False,False,simplified_symmetry
17,20250901,BYBITSPOT,COINBASE,-0.00015021173539572752,0.0013622688223279373,False,True,simplified_symmetry
17,20250901,COINBASE,BITGET,0.0010552747300223277,0.000766243938379163,True,False,simplified_symmetry
17,20250901,BITGET,COINBASE,0.0009177975827014845,-3.0410921250533136e-06,True,False,simplified_symmetry
18,20250901,COINBASE,BINANCE,0.001821791949069512,0.000898907099267777,False,True,simplified_symmetry
18,20250901,BINANCE,COINBASE,0.00076294458866223,0.0013724702767839772,True,True,simplified_symmetry
18,20250901,COINBASE,BYBITSPOT,0.0008761870459570475,0.0002193319873866089,True,True,simplified_symmetry
18,20250901,BYBITSPOT,COINBASE,0.001194893746307418,0.0018165945918057645,True,False,simplified_symmetry
18,20250901,COINBASE,BITGET,0.001099015001211963,0.0026098641829828207,True,True,simplified_symmetry
18,20250901,BITGET,COINBASE,0.0018703017152377189,0.0016373515932747314,False,False,simplified_symmetry
19,20250901,COINBASE,BINANCE,0.001265701543841554,0.00125634440380744,True,True,simplified_symmetry
19,20250901,BINANCE,COINBASE,0.0005657364448368415,0.0008232744921309899,True,True,simplified_symmetry
19,20250901,COINBASE,BYBITSPOT,0.001102684575987533,0.0005266804544526941,True,False,simplified_symmetry
19,20250901,BYBITSPOT,COINBASE,0.001245092882131411,0.0008473380070337555,True,False,simplified_symmetry
19,20250901,COINBASE,BITGET,-0.00021680145814383578,0.001529616847624682,True,True,simplified_symmetry
19,20250901,BITGET,COINBASE,0.0009856191273874145,0.0009802237237059328,True,True,simplified_symmetry
20,20250902,BINANCE,COINBASE,0.0004176434030636909,0.0016058309137196923,True,False,simplified_symmetry
20,20250902,COINBASE,BINANCE,0.0006014010691658318,0.0013648025380662903,True,True,simplified_symmetry
20,20250902,BINANCE,BYBITSPOT,0.0012818169702377763,0.0010949840504036166,True,False,simplified_symmetry
20,20250902,BYBITSPOT,BINANCE,0.0009418930672824875,-0.00014402910165777828,True,False,simplified_symmetry
20,20250902,BINANCE,BITGET,0.0017191809352820604,0.001125520654393948,True,True,simplified_symmetry
20,20250902,BITGET,BINANCE,0.0019364847403938092,0.000887373172633572,False,True,simplified_symmetry
21,20250902,BINANCE,COINBASE,0.0009097168104965691,0.0013458974234174022,False,True,simplified_symmetry
21,20250902,COINBASE,BINANCE,0.00018230518810035887,0.0009774059016297671,False,False,simplified_symmetry
21,20250902,BINANCE,BYBITSPOT,0.001720703840798041,0.001350405639572505,True,False,simplified_symmetry
21,20250902,BYBITSPOT,BINANCE,0.00033130602588141557,0.0005454534690975209,True,True,simplified_symmetry
21,20250902,BINANCE,BITGET,0.0008916269322347096,0.0007405757948179892,True,True,simplified_symmetry
21,20250902,BITGET,BINANCE,0.0015755559642464524,0.0001321182856985196,True,False,simplified_symmetry
22,20250902,BINANCE,COINBASE,0.0009020894190628094,-0.00012157786382513804,False,True,simplified_symmetry
22,20250902,COINBASE,BINANCE,0.0004511388267503932,0.0006554446410088682,True,True,simplified_symmetry
22,20250902,BINANCE,BYBITSPOT,0.0010959060317325168,0.0005795157527132956,True,False,simplified_symmetry
22,20250902,BYBITSPOT,BINANCE,0.0015169525882458203,0.0012634647213331709,True,True,simplified_symmetry
22,20250902,BINANCE,BITGET,0.0007921889623203906,0.001313118996149787,False,False,simplified_symmetry
22,20250902,BITGET,BINANCE,0.0008933512566511247,0.0005393779936741384,True,False,simplified_symmetry
23,20250902,BINANCE,COINBASE,0.001276666096266293,0.0006627842102497468,True,False,simplified_symmetry
23,20250902,COINBASE,BINANCE,0.000921672059871036,0.0006878798349027009,True,True,simplified_symmetry
23,20250902,BINANCE,BYBITSPOT,0.0008995991540370073,0.0006216156045997985,False,True,simplified_symmetry
23,20250902,BYBITSPOT,BINANCE,0.000985785981560714,0.0009871562067406733,True,True,simplified_symmetry
23,20250902,BINANCE,BITGET,0.0012301209420863932,0.0010778785360199385,True,True,simplified_symmetry
23,20250902,BITGET,BINANCE,-0.00015223668843790785,0.0004645153754767575,True,True,simplified_symmetry
24,20250902,BINANCE,COINBASE,0.0010648825883978366,0.0002426346458848476,True,False,simplified_symmetry
24,20250902,COINBASE,BINANCE,0.0011891841411372124,0.0010913756428782998,False,False,simplified_symmetry
24,20250902,BINANCE,BYBITSPOT,0.0010079626245200835,0.0013741512612793448,True,False,simplified_symmetry
24,20250902,BYBITSPOT,BINANCE,0.0011718912559652535,0.0011871200518304742,True,False,simplified_symmetry
24,20250902,BINANCE,BITGET,0.001802466504083458,0.0017899262989304107,False,False,simplified_symmetry
24,20250902,BITGET,BINANCE,0.0012065143868920506,0.0010252563135411618,True,False,simplified_symmetry
25,20250902,BINANCE,COINBASE,0.0010974450217361876,0.0012161412962121377,True,True,simplified_symmetry
25,20250902,COINBASE,BINANCE,0.0012157889276140034,0.0014239011998649,False,True,simplified_symmetry
25,20250902,BINANCE,BYBITSPOT,0.00041878558488107995,0.001382813877996301,True,False,simplified_symmetry
25,20250902,BYBITSPOT,BINANCE,0.0012426913174695335,0.0003652533135417934,True,False,simplified_symmetry
25,20250902,BINANCE,BITGET,0.0017584681790983442,0.0020854911987362684,True,True,simplified_symmetry
25,20250902,BITGET,BINANCE,0.000679143327935758,0.0010366439672931374,True,False,simplified_symmetry
26,20250902,BINANCE,COINBASE,0.0007484826814724862,0.0005583298273782275,True,False,simplified_symmetry
26,20250902,COINBASE,BINANCE,0.0008553062416593796,0.0005073349858254144,True,True,simplified_symmetry
26,20250902,BINANCE,BYBITSPOT,0.0003426716845369701,0.0007700366369092533,True,False,simplified_symmetry
26,20250902,BYBITSPOT,BINANCE,0.0010532372131556629,0.0017322643711836338,False,False,simplified_symmetry
26,20250902,BINANCE,BITGET,0.0002238581866588912,0.0008270896928465736,False,False,simplified_symmetry
26,20250902,BITGET,BINANCE,0.0016309964539409029,0.0017713418277393864,True,True,simplified_symmetry
27,20250902,BINANCE,COINBASE,0.0012988626926293911,0.00029976261566016247,False,False,simplified_symmetry
27,20250902,COINBASE,BINANCE,0.0007915359553362193,0.0012410032147619284,True,False,simplified_symmetry
27,20250902,BINANCE,BYBITSPOT,0.0008317518440745158,0.0011538221691447187,True,False,simplified_symmetry
27,20250902,BYBITSPOT,BINANCE,0.0014556396716492418,0.0016293724885110535,True,False,simplified_symmetry
27,20250902,BINANCE,BITGET,0.0009254263018884511,0.0015145601915854158,True,True,simplified_symmetry
27,20250902,BITGET,BINANCE,0.0004866181572560414,0.0006660474153837258,True,True,simplified_symmetry
28,20250902,BITGET,BINANCE,0.0015183530184048218,0.001659705634111855,True,True,simplified_symmetry
28,20250902,BINANCE,BITGET,0.0012289713696850737,0.0015940130450745526,True,False,simplified_symmetry
28,20250902,BITGET,COINBASE,0.0011410598706537553,0.0011795113260425127,True,False,simplified_symmetry
28,20250902,COINBASE,BITGET,0.0009082263986767817,0.0019837552565716795,True,True,simplified_symmetry
28,20250902,BITGET,BYBITSPOT,0.0012471704165284963,0.0014449133706259886,True,False,simplified_symmetry
28,20250902,BYBITSPOT,BITGET,0.0014069013650809424,-0.00015311412783002888,True,False,simplified_symmetry
29,20250902,BITGET,BINANCE,0.0015613568540761738,0.0010625400520531225,True,True,simplified_symmetry
29,20250902,BINANCE,BITGET,0.001710804335011232,0.0010884491547969377,True,False,simplified_symmetry
29,20250902,BITGET,COINBASE,0.000649196688970398,0.0012784754063864434,True,True,simplified_symmetry
29,20250902,COINBASE,BITGET,0.0013699981201203385,0.0005575200861306626,True,False,simplified_symmetry
29,20250902,BITGET,BYBITSPOT,0.0003189943623271006,0.0010393340749414144,True,False,simplified_symmetry
29,20250902,BYBITSPOT,BITGET,0.0009417971754084809,0.0007206577865849749,False,True,simplified_symmetry
30,20250902,BITGET,BINANCE,0.0007432417482112316,0.0007332838070824097,True,True,simplified_symmetry
30,20250902,BINANCE,BITGET,0.0009921196402110151,0.0011870382413296224,False,True,simplified_symmetry
30,20250902,BITGET,COINBASE,0.0016406380944572773,0.0010608862414064105,True,True,simplified_symmetry
30,20250902,COINBASE,BITGET,0.0012001081662871248,0.0007356424030475583,True,False,simplified_symmetry
30,20250902,BITGET,BYBITSPOT,0.001480154979863702,0.001273262145837948,False,False,simplified_symmetry
30,20250902,BYBITSPOT,BITGET,0.0017170260361198328,0.0008813444949279802,True,True,simplified_symmetry
31,20250902,BITGET,BINANCE,0.0009594164873510431,0.0003893194798404113,True,False,simplified_symmetry
31,20250902,BINANCE,BITGET,0.0015743583393479977,0.0012172244529638208,True,True,simplified_symmetry
31,20250902,BITGET,COINBASE,0.00041687536878980786,0.00027132662442961295,False,True,simplified_symmetry
31,20250902,COINBASE,BITGET,0.0014160200617611748,0.00013061599178949043,True,True,simplified_symmetry
31,20250902,BITGET,BYBITSPOT,0.0005754963511459331,0.0005483261491779404,False,True,simplified_symmetry
31,20250902,BYBITSPOT,BITGET,0.0008162161730201344,0.001086464165069401,True,True,simplified_symmetry
32,20250902,BITGET,BINANCE,0.001012499830805248,0.00039783022887616027,False,False,simplified_symmetry
32,20250902,BINANCE,BITGET,0.0005334497524071384,0.0007547857343514838,True,True,simplified_symmetry
32,20250902,BITGET,COINBASE,0.0008831268602847715,0.0010712285844976274,True,False,simplified_symmetry
32,20250902,COINBASE,BITGET,0.0009321014809515105,9.88109192488067e-05,True,False,simplified_symmetry
32,20250902,BITGET,BYBITSPOT,0.0011842495224564556,0.0006686625433258786,True,True,simplified_symmetry
32,20250902,BYBITSPOT,BITGET,0.0012015694582595822,0.0008235931997292797,False,False,simplified_symmetry
33,20250902,BITGET,BINANCE,0.0005487671282244349,0.0004664464106141662,False,False,simplified_symmetry
33,20250902,BINANCE,BITGET,0.0009302582482495625,0.0015269893664543832,True,True,simplified_symmetry
33,20250902,BITGET,COINBASE,0.0004485562377853564,0.0006875938087835963,True,False,simplified_symmetry
33,20250902,COINBASE,BITGET,0.0007268803104061828,0.0014046489482536979,True,True,simplified_symmetry
33,20250902,BITGET,BYBITSPOT,0.00014415771560652609,0.0013025852835922345,True,False,simplified_symmetry
33,20250902,BYBITSPOT,BITGET,0.0010131004713408132,0.0008131560126134163,True,True,simplified_symmetry
34,20250902,BITGET,BINANCE,0.0012033234794603174,0.0009889507860162993,True,True,simplified_symmetry
34,20250902,BINANCE,BITGET,0.0006272945209278452,0.0010005493521898967,False,True,simplified_symmetry
34,20250902,BITGET,COINBASE,0.0006521139114506907,0.000776982963418346,True,False,simplified_symmetry
34,20250902,COINBASE,BITGET,0.00022698510021942854,0.000997682018142995,True,True,simplified_symmetry
34,20250902,BITGET,BYBITSPOT,0.000900315455932355,0.00203038053910229,False,True,simplified_symmetry
34,20250902,BYBITSPOT,BITGET,0.0005963070073725981,0.00027028057732039474,False,True,simplified_symmetry
35,20250902,BITGET,BINANCE,0.0006855777683661036,0.0009840836564215282,True,True,simplified_symmetry
35,20250902,BINANCE,BITGET,0.0015716840924537598,0.0016351755557403721,True,True,simplified_symmetry
35,20250902,BITGET,COINBASE,0.0014036306937734765,0.0013616536897183618,True,True,simplified_symmetry
35,20250902,COINBASE,BITGET,0.0015557196456647045,0.001086528384168153,True,True,simplified_symmetry
35,20250902,BITGET,BYBITSPOT,0.0004934837367656756,0.0008059715437731534,True,False,simplified_symmetry
35,20250902,BYBITSPOT,BITGET,0.0012657607303540597,0.0007982473758559403,True,True,simplified_symmetry
36,20250902,BYBITSPOT,BINANCE,0.0008207094964435694,-9.741369051388693e-05,True,False,simplified_symmetry
36,20250902,BINANCE,BYBITSPOT,0.000921261453693342,0.0018436400530775254,True,True,simplified_symmetry
36,20250902,BYBITSPOT,COINBASE,0.0007279829661334384,0.0015462659973058562,True,False,simplified_symmetry
36,20250902,COINBASE,BYBITSPOT,0.001208884263428914,0.0003766421078765258,False,False,simplified_symmetry
36,20250902,BYBITSPOT,BITGET,8.88079360967278e-05,0.0007936103758589545,True,False,simplified_symmetry
36,20250902,BITGET,BYBITSPOT,0.0005226854804271266,0.001011418785629725,True,True,simplified_symmetry
37,20250902,BYBITSPOT,BINANCE,0.0011723269752550649,0.0008020862521445196,False,True,simplified_symmetry
37,20250902,BINANCE,BYBITSPOT,0.0007009538334684863,0.0008957744500230537,True,True,simplified_symmetry
37,20250902,BYBITSPOT,COINBASE,0.0009879097362869437,0.0011157339163197482,True,False,simplified_symmetry
37,20250902,COINBASE,BYBITSPOT,0.0004224500432378726,0.001724733041083235,True,True,simplified_symmetry
37,20250902,BYBITSPOT,BITGET,0.0009872830183290339,0.0012885035320218637,True,False,simplified_symmetry
37,20250902,BITGET,BYBITSPOT,0.0017628456584062482,-0.00018324106308794806,True,True,simplified_symmetry
38,20250902,BYBITSPOT,BINANCE,0.0010887034480596403,0.00011455047780508851,True,True,simplified_symmetry
38,20250902,BINANCE,BYBITSPOT,0.0015202762471388078,0.0016887103612731238,True,True,simplified_symmetry
38,20250902,BYBITSPOT,COINBASE,0.0003709860151480559,0.0009961863732292158,False,True,simplified_symmetry
38,20250902,COINBASE,BYBITSPOT,0.0005781209006280733,0.001549813736775448,True,True,simplified_symmetry
38,20250902,BYBITSPOT,BITGET,0.0006800021365916442,0.0008675600620325643,True,True,simplified_symmetry
38,20250902,BITGET,BYBITSPOT,-0.0001293057864056829,0.0007333095482319085,True,True,simplified_symmetry
39,20250902,BYBITSPOT,BINANCE,0.0014031943762120422,0.001027682820408152,True,True,simplified_symmetry
39,20250902,BINANCE,BYBITSPOT,-0.0002852581473521349,0.0006797853413449432,True,True,simplified_symmetry
39,20250902,BYBITSPOT,COINBASE,0.001159791940137407,0.0007212740498032397,False,False,simplified_symmetry
39,20250902,COINBASE,BYBITSPOT,0.0006820988689215427,0.0017712810892956709,True,True,simplified_symmetry
39,20250902,BYBITSPOT,BITGET,0.00046709549677419367,0.0018341216017040292,False,False,simplified_symmetry
39,20250902,BITGET,BYBITSPOT,0.0006221170640288538,0.0010820008823237024,False,True,simplified_symmetry
40,20250902,BYBITSPOT,BINANCE,0.001074444838777401,0.0016073094005503935,True,True,simplified_symmetry
40,20250902,BINANCE,BYBITSPOT,0.0006387622721477358,0.001438486779132123,True,True,simplified_symmetry
40,20250902,BYBITSPOT,COINBASE,0.0006613391923464803,0.0012048731057073246,True,False,simplified_symmetry
40,20250902,COINBASE,BYBITSPOT,0.0018457460450470474,0.0006469258896646985,False,False,simplified_symmetry
40,20250902,BYBITSPOT,BITGET,0.0008651986474765737,0.00041989233044217194,True,True,simplified_symmetry
40,20250902,BITGET,BYBITSPOT,0.0015874600358045743,0.0010506806733085836,False,True,simplified_symmetry
41,20250902,BYBITSPOT,BINANCE,0.0008801255570829135,-0.00014209847336024923,True,False,simplified_symmetry
41,20250902,BINANCE,BYBITSPOT,0.0014994551304725883,0.0019134108224101764,False,True,simplified_symmetry
41,20250902,BYBITSPOT,COINBASE,0.0003133440008796979,0.00030360023016094305,True,False,simplified_symmetry
41,20250902,COINBASE,BYBITSPOT,0.0008630043133867007,0.0014324329603736632,False,True,simplified_symmetry
41,20250902,BYBITSPOT,BITGET,0.000402947338088754,0.0007450865098733061,True,True,simplified_symmetry
41,20250902,BITGET,BYBITSPOT,0.0018892711572552662,0.0013806357592701744,True,True,simplified_symmetry
42,20250902,BYBITSPOT,BINANCE,0.0007647621869533651,0.0015775071242932256,True,True,simplified_symmetry
42,20250902,BINANCE,BYBITSPOT,0.0005274202582277005,0.0005519997316268412,False,True,simplified_symmetry
42,20250902,BYBITSPOT,COINBASE,0.0007174099781843261,0.0006149042441502739,True,True,simplified_symmetry
42,20250902,COINBASE,BYBITSPOT,0.0004943197319002103,0.0019380988714724286,True,True,simplified_symmetry
42,20250902,BYBITSPOT,BITGET,0.0007055550436624756,0.001267536437284074,True,False,simplified_symmetry
42,20250902,BITGET,BYBITSPOT,0.0008698091927571633,0.0010976842509286557,False,False,simplified_symmetry
43,20250902,BYBITSPOT,BINANCE,0.0005570218625079351,0.0003737411569518643,True,True,simplified_symmetry
43,20250902,BINANCE,BYBITSPOT,0.000625232725435781,0.0005393211108536254,False,False,simplified_symmetry
43,20250902,BYBITSPOT,COINBASE,0.0009227928301087394,0.0011738133536090892,True,False,simplified_symmetry
43,20250902,COINBASE,BYBITSPOT,0.001242394532579017,0.0009515439311544959,False,True,simplified_symmetry
43,20250902,BYBITSPOT,BITGET,0.0003982102947308209,0.0014782425613297848,True,True,simplified_symmetry
43,20250902,BITGET,BYBITSPOT,0.0010483036750716735,-1.4249460010614268e-05,True,True,simplified_symmetry
44,20250902,COINBASE,BINANCE,0.0006035701773777385,0.0013898184239637531,True,True,simplified_symmetry
44,20250902,BINANCE,COINBASE,-5.6011369201909404e-05,0.0007711642391833483,False,True,simplified_symmetry
44,20250902,COINBASE,BYBITSPOT,0.0013495013459579688,0.00093296158310946,True,True,simplified_symmetry
